OBJECTID,Site_Name,State,Operational_Status,Reporting_Component,Is_Joint_Base,latitude,longitude
819,NG Fort Worth - Shoreview,tx,act,armyNationalGuard,no,32.77875,-97.4565
820,NG Frankfort Boone NG Center,ky,act,armyNationalGuard,no,38.186749999999996,-84.9095
821,NG General Lucius D Clay National Guard Center,ga,act,armyNationalGuard,no,33.91374999999999,-84.5295
823,NG Greenlief TS/UTES 01,ne,act,armyNationalGuard,no,40.5512,-98.2744
824,NG Gulfport AVCRAD,ms,act,armyNationalGuard,no,30.410083333333333,-89.06299999999999
825,NG Havre De Grace Military Res,md,act,armyNationalGuard,no,39.5315,-76.10374999999999
826,NG Hollidaysburg Readiness Center,pa,act,armyNationalGuard,no,40.43875,-78.41575
827,NG JFHQ-Kansas,ks,act,armyNationalGuard,no,39.02025,-95.68425
828,NG Lane County AFRC FMS 5,or,act,armyNationalGuard,no,44.066,-122.977
829,NG Macon Readiness Center,ga,act,armyNationalGuard,no,32.8615,-83.60475
831,NG Macon TS,mo,act,armyNationalGuard,no,39.675466666666665,-92.50506666666665
835,NG Martindale - AASF,tx,act,armyNationalGuard,no,29.43425,-98.37975
836,NG McNary Field Salem AASF,or,act,armyNationalGuard,no,44.91175,-122.9985
837,NG MTA Camp Crowder Neosho,mo,act,armyNationalGuard,no,36.8029,-94.3606
838,NG MTA Camp Fretterd,md,act,armyNationalGuard,no,39.49675,-76.851
839,NG MTA Camp Rilea,or,act,armyNationalGuard,no,46.128,-123.94440000000002
840,Camp Shelby,ms,act,armyNationalGuard,no,31.08789189189189,-89.03278378378378
841,NG MTA Clarks Hill Reservation,sc,act,armyNationalGuard,no,33.79623076923077,-82.27700000000002
842,NG MTA Gunpowder Military Reservation,md,act,armyNationalGuard,no,39.43375,-76.50274999999999
843,NG MTA Limestone Hills,mt,act,armyNationalGuard,no,46.273230769230764,-111.56223076923077
844,NG MTA Limestone Hills,mt,act,armyNationalGuard,no,46.273230769230764,-111.56223076923077
845,NG MTCH Camp Guernsey,wy,act,armyNationalGuard,no,42.30440151515151,-104.81706818181817
846,NG New Castle Readiness Center/FMS 9,pa,act,armyNationalGuard,no,40.979749999999996,-80.32499999999999
847,NG Oglethorpe Armory,ga,act,armyNationalGuard,no,33.616749999999996,-84.30975000000001
848,NG Papago Military Reservation,az,act,armyNationalGuard,no,33.46775,-111.96212499999999
849,NG Picacho Aviation TS,az,act,armyNationalGuard,no,32.6635,-111.48975
850,NG River Road Training Site,de,act,armyNationalGuard,no,39.63225,-75.60575
851,NG Saginaw,tx,act,armyNationalGuard,no,32.857749999999996,-97.34899999999999
852,NG Salina KS Training Center,ks,act,armyNationalGuard,no,38.786156250000005,-97.637375
853,NG Silver Bell Army Heliport,az,act,armyNationalGuard,no,32.523,-111.33125
854,NG Sioux Falls Benson Rd Complex,sd,act,armyNationalGuard,no,43.588812499999996,-96.6838125
855,NG Stones Ranch Military Res,ct,act,armyNationalGuard,no,41.35723076923077,-72.27092307692307
856,NG TS Ethan Allen Range,vt,act,armyNationalGuard,no,44.467749999999995,-72.89237499999999
857,NG TS Ike Skelton Jefferson City,mo,act,armyNationalGuard,no,38.55275,-92.07175
858,NG Volkstone,wv,act,armyNationalGuard,no,39.458,-79.665
859,NG VTS Milan,tn,act,armyNationalGuard,no,35.877583333333334,-88.70525000000002
860,NG WH Ford Regional Tng Ctr,ky,act,armyNationalGuard,no,37.27663414634146,-87.20539024390243
861,NGA Arnold Site,mo,act,usaf,no,38.415749999999996,-90.39874999999999
862,Naval Support Facility Carderock,md,act,usn,no,38.976,-77.188625
863,Pearl City Annex,hi,act,usmc,no,21.38325,-157.97175000000001
864,Pillar Point Space Force Station,ca,act,usaf,no,37.499,-122.4975
865,Puuloa-Oahu,hi,act,usmc,no,21.3185,-157.9875
866,Rome Research Laboratory,ny,act,usaf,no,43.223875,-75.410125
867,Tropic Regions Test Center,hi,act,usa,no,21.4903125,-158.03271875
868,Seward Recreation Area,ak,act,usa,no,60.1335,-149.4325
869,Townsend Bombing Range,ga,act,usmc,no,31.493528925619835,-81.65120661157025
870,USAF Academy Site 2,co,act,usaf,no,39.00432398753894,-104.83840342679129
871,Waianae Kai Military Reservation,hi,act,usa,no,21.44775,-158.191875
872,Watervliet Arsenal,ny,act,usa,no,42.721000000000004,-73.70949999999999
873,Wheeler Army Airfield,hi,act,usa,no,21.4704,-158.03140000000002
874,White Bluff,wa,act,usaf,no,47.702999999999996,-117.58025
875,Yermo Area,ca,act,usmc,no,34.88955555555556,-116.87522222222222
876,Youngstown,oh,act,afr,no,41.2665,-80.67175
877,1LT John A Fera USARC,ma,act,usar,no,42.58875,-70.944
887,1SG Robert L Kuhn USARC,ks,act,usar,no,38.860499999999995,-99.279
888,NNSY Scott Center,va,act,usn,no,36.81,-76.3125
889,Paradise Creek North,va,act,usn,no,36.80425,-76.30525
891,NAVRESCEN Schenectady,ny,act,usn,no,42.8575,-73.931
892,Outdoor Recreation Ctr,ny,act,usn,no,43.0305,-73.896
895,Racon Hill,wa,act,usn,no,48.323499999999996,-122.6645
896,NOLF Harold,fl,act,usn,no,30.678000000000004,-86.88300000000001
897,DLA - DRMS,fl,act,usn,no,30.198500000000003,-81.7085
898,Riverine Range,ms,act,usn,no,30.388166666666663,-89.65266666666668
899,NRC-MCRC Tallahassee,fl,act,usnr,no,30.42975,-84.338
900,Lake Allatoona Area,ga,act,usn,no,34.09275,-84.723
901,Tillie Fowler Park,fl,act,usn,no,30.2365,-81.703125
902,Cecil Field NADEP,fl,act,usn,no,30.228583333333333,-81.88212499999999
903,Dixie Valley,nv,act,usn,no,39.70828571428571,-118.0528021978022
905,Santa Rosa Parcel A,gu,act,usn,no,13.53925,144.91474999999997
906,TR SI Saddlebunch Keys,fl,act,usn,no,24.643,-81.59675
907,NAVRESCEN W Palm Beach,fl,act,usnr,no,26.69325,-80.093
908,King Ranch,tx,act,usn,no,27.527,-98.10975
909,NAVRESCEN Puerto Rico,pr,act,usnr,no,18.41075,-66.1115
910,Galveston TX MCRC,tx,act,usmcr,no,29.33475,-94.76775
911,MARFORRES HQTRS,la,act,usmcr,no,29.950000000000003,-90.03575000000001
912,"Des Moines, IA",ia,act,usmcr,no,41.740249999999996,-93.76725
913,Martinez Lake,az,act,usmc,no,32.9865,-114.475
914,Juniper Butte Range,id,act,usaf,no,42.2998,-115.33680000000001
917,Patriot Golf Course,ma,act,usaf,no,42.5035,-71.268
918,Fort Tuthill Recreation Annex,az,act,usaf,no,35.1395,-111.695
919,Laughlin Recreation Annex,tx,act,usaf,no,29.47475,-101.03349999999999
920,Eglin AFB Site 4 Okaloosa Island,fl,act,usaf,no,30.393500000000003,-86.55125000000001
921,PFC S C Aviles Salinas,pr,act,usar,no,17.981250000000003,-66.29575
922,Pinellas Park AFRC,fl,act,usar,no,27.853749999999998,-82.67349999999999
923,NG So Burlington AASF and RC,vt,act,armyNationalGuard,no,44.483000000000004,-73.16575
924,CPT David D Phillips USARC,mi,act,usar,no,42.2615,-84.43150000000001
925,NG Hams Bluff Training Facility,vi,care,armyNationalGuard,no,17.768749999999997,-64.8745
926,NG AASF,ct,act,armyNationalGuard,no,41.943250000000006,-72.674
927,NG Aguadilla Readiness Center,pr,act,armyNationalGuard,no,18.494500000000002,-67.142875
928,Fort Wm Harrison AMSA 75 G,mt,act,usar,no,46.627,-112.096
929,Clarksburg AMSA 102 G,wv,act,usar,no,39.269000000000005,-80.36649999999999
930,NG Boyd M Cook Armory,md,care,armyNationalGuard,no,39.6955,-77.50075000000001
931,NG Hiller Readiness Center,pa,act,armyNationalGuard,no,40.01125,-79.91
932,Chattanooga (VAAP) USARC,tn,act,usar,no,35.075,-85.15324999999999
933,CPL JG Rosario/Aquadilla,pr,act,usar,no,18.4105,-67.154
934,CPT PJ Parra/Ponce,pr,act,usar,no,17.994999999999997,-66.60725
935,Def Distr Reg West Sharpe Site,ca,act,usa,no,37.843937499999996,-121.269625
936,Eldridge-Harrington USARC,ar,act,usar,no,35.06025,-92.41
937,Elmer E Fryar USARC,co,act,usar,no,39.72475,-105.11325
938,Fremont USARC,ne,act,usar,no,41.44275,-96.5205
939,Gerry USARC,ny,act,usar,no,42.191250000000004,-79.2475
940,NG Gowen Field Boise,id,act,armyNationalGuard,no,43.55833333333334,-116.23000000000002
941,Greenwood USARC/AMSA 144 (G),ms,act,usar,no,33.4965,-90.0745
942,NG Humacao Readiness Center,pr,act,armyNationalGuard,no,18.15375,-65.82849999999999
943,"Kirksville USARC
R",mo,act,usar,no,40.224999999999994,-92.59325
944,Lewis and Clark USARC,nd,act,usar,no,46.76725,-100.76149999999998
945,Lock Haven USARC,pa,act,usar,no,41.15175000000001,-77.3485
946,Mead LTA,ne,act,usar,no,41.1452,-96.41799999999999
947,NG Minot AFRC,nd,act,armyNationalGuard,no,48.27325,-101.287
948,Morgantown USARC,wv,semi,usar,no,39.587,-79.9525
949,MSG D Claudio/Caguas,pr,act,usar,no,18.21875,-66.04325
950,New Castle AMSA 110 (G),pa,act,usar,no,41.0075,-80.3865
951,New River Valley Mem USARC,va,act,usar,no,37.084500000000006,-80.6695
952,NG Warwick,ri,act,armyNationalGuard,no,41.73375,-71.4245
953,NG West VA Ord Works,wv,act,armyNationalGuard,no,38.925,-82.09375
954,NG Orlando Naval Training Center,fl,act,armyNationalGuard,no,28.445999999999998,-81.338875
955,PFC L G Oliveras Yauco,pr,act,usar,no,18.024250000000002,-66.86275
956,Pocahontas USARC,ia,care,usar,no,42.746750000000006,-94.65
957,Special Forces Site Key West,fl,act,usa,no,24.593,-81.79724999999999
958,St Joseph USARC,mo,act,usar,no,39.7785,-94.80449999999999
959,St Louis 4/Ord Plant,mo,care,usar,no,38.695750000000004,-90.26774999999999
960,NG TS Waco LTA,mt,act,armyNationalGuard,no,46.01240000000001,-107.80249999999998
961,USAR Keystone Ord Outdoor Tng,pa,act,usar,no,41.552375,-80.23775
962,Ft Nathaniel Greene USARC,ri,act,usar,no,41.38275,-71.485
963,NG Wilder,id,act,armyNationalGuard,no,43.67325,-116.96799999999999
964,Wilson USARC,nc,act,usar,no,35.76525,-77.96375
965,NG Worcester Skyline Drive,ma,act,armyNationalGuard,no,42.2805,-71.77825
966,Butte USARC,mt,act,usar,no,45.92475,-112.511
967,Dodge City USARC GTA,ks,act,usar,no,37.7255,-100.03450000000001
968,NG JFHQ Augusta ME,me,act,armyNationalGuard,no,44.35225,-69.7955
969,NG PRARNG MMS Boatshop,pr,act,armyNationalGuard,no,18.231749999999998,-65.62124999999999
970,Charles County USARC,md,act,usar,no,38.586,-76.954
971,Constitution Island,ny,act,usa,no,41.40625,-73.95325
972,NG Lathrop,ca,act,armyNationalGuard,no,37.85425,-121.26724999999999
973,Bristol County USARC,ma,act,usar,no,41.89775,-71.07625
974,Fairchild Recreation Annex,wa,act,usaf,no,47.52025,-117.69075000000001
976,Tonopah Auxiliary Airfield Annex 2,nv,act,usaf,no,37.88375,-116.7655
977,Keesler Training Annex No 1,ms,act,usaf,no,30.40825,-88.95649999999999
979,Tinker Aerospace Addition,ok,act,usaf,no,35.40075,-97.39250000000001
980,General Mitchell IAP Guard East,wi,act,airNationalGuard,no,42.944,-87.8825
981,Fort Wayne IAP-3 8785 Acres,in,act,airNationalGuard,no,40.9815,-85.17949999999999
982,Fort Wayne IAP-2 1877 Acres,in,act,airNationalGuard,no,40.98625,-85.176
983,Sioux Gateway Airport ANG-CE Site 2,ia,act,airNationalGuard,no,42.3925,-96.36925000000001
985,Tonopah AFS Z164,nv,act,usaf,no,38.09925,-117.21499999999999
989,NUWC Fishers Island NY,ny,act,usn,no,41.25575,-72.006
991,Grand Forks AFB,nd,act,usaf,no,47.96284615384615,-97.37346153846154
992,Potrero Hills Storage Annex,ca,semi,usaf,no,38.202875,-121.933625
