OBJECTID,Site_Name,State,latitude,longitude,Cluster,Temp (°F),Humidity (%),Feels Like (°F),Precip (in),Rain (in),Snow (in),Weather Code,Cloud Cover (%),Pressure MSL,Surface Press.,Wind Speed (mph),Wind Dir (°),Wind Gusts (mph),Temperature 2M Max (7d),Temperature 2M Min (7d),Temperature 2M Mean (7d),Apparent Temperature Max (7d),Apparent Temperature Min (7d),Precipitation Sum (7d),Rain Sum (7d),Snowfall Sum (7d),Wind Speed 10M Max (7d),Wind Gusts 10M Max (7d),Sunshine Duration (7d),Uv Index Max (7d),Shortwave Radiation Sum (7d),Precipitation Hours (7d),Et0 Fao Evapotranspiration (7d),Temp (°F) (z-score),Humidity (%) (z-score),Feels Like (°F) (z-score),Precip (in) (z-score),Rain (in) (z-score),Snow (in) (z-score),Weather Code (z-score),Cloud Cover (%) (z-score),Pressure MSL (z-score),Surface Press. (z-score),Wind Speed (mph) (z-score),Wind Dir (°) (z-score),Wind Gusts (mph) (z-score),Temperature 2M Max (7d) (z-score),Temperature 2M Min (7d) (z-score),Temperature 2M Mean (7d) (z-score),Apparent Temperature Max (7d) (z-score),Apparent Temperature Min (7d) (z-score),Precipitation Sum (7d) (z-score),Rain Sum (7d) (z-score),Snowfall Sum (7d) (z-score),Wind Speed 10M Max (7d) (z-score),Wind Gusts 10M Max (7d) (z-score),Sunshine Duration (7d) (z-score),Uv Index Max (7d) (z-score),Shortwave Radiation Sum (7d) (z-score),Precipitation Hours (7d) (z-score),Et0 Fao Evapotranspiration (7d) (z-score),Temp (°F) (rank),Humidity (%) (rank),Feels Like (°F) (rank),Precip (in) (rank),Rain (in) (rank),Snow (in) (rank),Weather Code (rank),Cloud Cover (%) (rank),Pressure MSL (rank),Surface Press. (rank),Wind Speed (mph) (rank),Wind Dir (°) (rank),Wind Gusts (mph) (rank),Temperature 2M Max (7d) (rank),Temperature 2M Min (7d) (rank),Temperature 2M Mean (7d) (rank),Apparent Temperature Max (7d) (rank),Apparent Temperature Min (7d) (rank),Precipitation Sum (7d) (rank),Rain Sum (7d) (rank),Snowfall Sum (7d) (rank),Wind Speed 10M Max (7d) (rank),Wind Gusts 10M Max (7d) (rank),Sunshine Duration (7d) (rank),Uv Index Max (7d) (rank),Shortwave Radiation Sum (7d) (rank),Precipitation Hours (7d) (rank),Et0 Fao Evapotranspiration (7d) (rank)
860,NG WH Ford Regional Tng Ctr,ky,37.27663414634146,-87.20539024390243,0,69.3,72.0,66.4,0.0,0.0,0.0,2.0,65.0,1013.9,998.6,15.7,223.0,30.6,55.18571428571429,36.24285714285714,45.12857142857143,50.41428571428571,30.314285714285717,0.0394285714285714,0.0394285714285714,0.0,9.571428571428571,22.52857142857143,24159.125714285718,3.271428571428572,10.051428571428572,2.4285714285714284,0.0587142857142857,0.9439323301310575,0.5329913008333661,0.915922505806266,-0.05743455520946168,-0.034857808718787506,-0.05103689408508195,-0.04875618080324411,0.12632944028090246,-0.5378256740751062,0.29930324358075466,1.375530014716614,0.4459259968841097,1.6926116470952508,0.029201849473881762,-0.17392226149718854,-0.0764854010594639,0.03556186675958952,-0.16108252274570306,-0.19321804011538998,-0.010613599019925962,-0.26270765697318604,-0.6161726823186972,0.1429788295817604,-0.8489758357287691,-0.6061442877503529,-0.7018931724479238,0.19016263305026052,-0.5547733950336704,158,274,181,6,2,5,398,439,631,424,82,253,44,426,441,421,406,432,335,224,133,631,284,675,679,692,283,567
484,Naval Support Activity Panama City,fl,30.17125,-85.753375,0,69.3,74.0,70.3,0.0,0.0,0.0,0.0,6.0,1022.5,1022.5,10.6,187.0,14.3,67.54285714285714,56.385714285714286,61.35714285714285,67.18571428571428,53.34285714285714,0.108,0.0658571428571428,0.0,12.614285714285714,21.47142857142857,27000.38857142857,4.785714285714286,13.655714285714286,3.4285714285714284,0.0934285714285714,0.9439323301310575,0.6495168598375299,1.0914231208173868,-0.05743455520946168,-0.034857808718787506,-0.05103689408508195,-0.40116927713546463,-1.336312157408156,1.0309764403423798,0.7957496946156125,0.3515941848648588,0.017726179081111067,-0.17084558617625595,0.764389947068601,0.9563613321099306,0.8782067763081024,0.891602288249749,0.951395351194768,0.5979531547583494,0.32687848162202443,-0.26270765697318604,0.299152749920991,-0.04481793744773801,-0.28588919826552006,0.7236825651901378,0.5591641494400609,0.6581054945834957,0.3592900347751955,158,247,104,6,2,5,600,655,76,20,278,469,389,212,125,176,182,128,135,154,133,231,388,549,141,200,191,253
495,NOLF Wolf,al,30.34425,-87.54,0,69.3,72.0,71.1,0.0,0.0,0.0,0.0,15.0,1022.4,1021.0,7.6,204.0,11.2,70.78571428571429,56.68571428571429,62.471428571428575,71.10000000000001,55.24285714285714,0.1748571428571428,0.1277142857142857,0.0,11.0,21.314285714285717,28242.484285714287,5.142857142857143,13.302857142857144,3.7142857142857135,0.0924285714285714,0.9439323301310575,0.5329913008333661,1.127423246973514,-0.05743455520946168,-0.034857808718787506,-0.05103689408508195,-0.40116927713546463,-1.1131973374216895,1.0127345552910094,0.7645919675632156,-0.25072100916558554,0.21993164859919376,-0.5252454280867881,0.9573237021599322,0.9731953430785475,0.9437578236977777,1.0913936643045228,1.0431816770223628,1.3693450697602443,1.1167923784758884,-0.26270765697318604,-0.18644243244090922,-0.07273367308725763,-0.03972841190731137,1.0373209739025182,0.43570748732895065,0.7918034550215626,0.33295898947205943,158,274,95,6,2,5,600,612,84,48,432,377,531,163,119,142,124,107,62,74,133,399,411,480,76,274,160,265
2,Fort Campbell,tn,36.64263636363636,-87.59872727272729,0,69.2,68.0,65.1,0.0,0.0,0.0,3.0,96.0,1014.6,994.0,16.0,224.0,29.8,55.44285714285714,38.54285714285714,46.785714285714285,51.32857142857143,33.08571428571428,0.1465714285714285,0.1465714285714285,0.0,11.014285714285714,24.357142857142858,23290.655714285716,3.0928571428571425,9.544285714285715,4.428571428571429,0.0562857142857142,0.9387532101415252,0.2999401828250383,0.8574223008025585,-0.05743455520946168,-0.034857808718787506,-0.05103689408508195,0.12745036736286613,0.8948360424565095,-0.41013247871553543,0.20375288062007016,1.4357615341196588,0.45782043626752633,1.6011536233764039,0.04450056133134386,-0.04486151073779427,0.02100077198159014,0.08222846554610608,-0.02719870913252011,1.0429869518748267,1.357597538717712,-0.26270765697318604,-0.18214512994213136,0.46781648065981185,-1.0210907989073137,-0.7629634921065436,-0.87933088519871,1.126048356116731,-0.6187202193412884,163,332,207,6,2,5,7,290,598,465,70,247,52,422,390,397,394,379,84,61,133,397,162,712,721,722,105,585
936,Eldridge-Harrington USARC,ar,35.06025,-92.41,0,69.0,79.0,68.7,0.0,0.0,0.0,3.0,100.0,1014.9,1004.9,10.9,224.0,22.4,61.32857142857142,46.02857142857143,53.68571428571429,58.75714285714286,41.01428571428572,0.4804285714285715,0.4607142857142857,0.0,11.1,24.37142857142857,19607.612857142853,3.064285714285714,8.912857142857144,7.428571428571429,0.0632857142857142,0.9283949701624601,0.9408307573479396,1.019422868505132,-0.05743455520946168,-0.034857808718787506,-0.05103689408508195,0.12745036736286613,0.9939981846727168,-0.3554068235614455,0.430165697200821,0.4118257042679034,0.45782043626752633,0.7551669039770693,0.39467107717992655,0.37518714390768876,0.42691302697149797,0.4613945806865516,0.3558194174412778,4.895001706916346,5.369192594564469,-0.26270765697318604,-0.15636131494946418,0.4703542748088588,-1.751002926835906,-0.7880545648035339,-1.1002533331870135,2.5298769407164365,-0.43440290221933614,165,164,142,6,2,5,7,1,570,372,265,247,178,308,317,303,280,308,7,8,133,388,161,792,729,753,12,524
117,Grand Prairie Reserve Complex,tx,32.739999999999995,-96.95799999999998,0,68.9,67.0,66.6,0.0,0.0,0.0,3.0,100.0,1014.4,998.0,11.4,211.0,20.1,71.6,56.0,63.37142857142857,68.7,52.41428571428571,0.1564285714285714,0.0708571428571428,0.0,12.285714285714286,28.4,25816.34,4.092857142857143,11.422857142857143,3.142857142857143,0.1097142857142857,0.923215850172928,0.24167740332295637,0.9249225373452974,-0.05743455520946168,-0.034857808718787506,-0.05103689408508195,0.12745036736286613,0.9939981846727168,-0.44661624881827583,0.2868401527597954,0.5122115699396441,0.30319272428311017,0.4922250857853846,1.0057696230418955,0.9347176037217091,0.9967029004355912,0.968893842489917,0.9065373724068457,1.156717811137927,0.39072833471644763,-0.26270765697318604,0.2003147924491001,1.1860122248401905,-0.5205460963426403,0.11522405228812121,-0.2220616112063599,0.5244075341454285,0.7881099154262687,166,347,174,6,2,5,7,1,609,432,244,326,238,145,138,120,163,159,77,146,133,248,64,606,304,541,215,160
480,Barin Field,al,30.387615384615387,-87.63253846153846,0,68.9,70.0,70.2,0.0,0.0,0.0,0.0,18.0,1022.5,1020.8,7.6,208.0,10.5,70.87142857142858,55.971428571428575,62.32857142857142,70.91428571428571,54.65714285714286,0.0679999999999999,0.0164285714285714,0.0,11.685714285714283,22.914285714285715,28174.290000000005,5.25,13.507142857142856,4.0,0.0935714285714285,0.923215850172928,0.4164657418292022,1.086923105047871,-0.05743455520946168,-0.034857808718787506,-0.05103689408508195,-0.40116927713546463,-1.0388257307595339,1.0309764403423798,0.7604376039562284,-0.25072100916558554,0.2675094061328603,-0.6052711988407791,0.9624232727790865,0.933114364581841,0.9353538432632035,1.081914511426011,1.0148866442484428,0.13643662441533372,-0.3043229232542724,-0.26270765697318604,0.01982808750042823,0.2114992716060369,-0.05324327940382916,1.131412496516232,0.5071823969722244,0.9255014154596302,0.36305161267564234,166,302,107,6,2,5,600,599,76,53,432,347,573,161,140,146,126,108,225,342,133,306,258,485,67,232,131,251
489,NOLF Summerdale,al,30.505525,-87.64484999999999,0,68.9,71.0,69.2,0.0,0.0,0.0,1.0,20.0,1022.4,1017.9,9.4,213.0,13.2,71.04285714285714,55.142857142857146,62.07142857142857,70.5,54.02857142857143,0.0538571428571428,0.0151428571428571,0.0,10.971428571428572,23.8,28585.53428571429,4.942857142857143,13.007142857142856,3.571428571428572,0.0931428571428571,0.923215850172928,0.4747285213312841,1.0419229473527118,-0.05743455520946168,-0.034857808718787506,-0.05103689408508195,-0.22496272896935435,-0.9892446596514303,1.0127345552910094,0.700199331654928,0.1106681072526812,0.32698160304994345,-0.29660036878967067,0.9726224140173942,0.8866204295256617,0.9202266784809711,1.060768708850871,0.9845212432227723,-0.026742434527374438,-0.32074145690712424,-0.26270765697318604,-0.19503703743846496,0.3688425088469681,0.028257860639121,0.8616834650235853,0.3322438069362377,0.7249544748025296,0.351766878974299,166,291,130,6,2,5,503,595,84,126,324,307,442,160,173,151,128,115,278,353,133,403,194,455,107,322,179,254
494,NOLF Holley,fl,30.4255,-86.89325000000001,0,68.9,78.0,71.2,0.0,0.0,0.0,1.0,32.0,1022.4,1021.2,6.6,198.0,11.6,69.95714285714286,55.72857142857144,62.07142857142857,69.48571428571428,53.15714285714286,0.1112857142857143,0.0578571428571428,0.0,10.62857142857143,21.37142857142857,26086.422857142858,4.8500000000000005,12.665714285714284,4.0,0.0901428571428571,0.923215850172928,0.8825679778458577,1.1319232627430302,-0.05743455520946168,-0.034857808718787506,-0.05103689408508195,-0.22496272896935435,-0.6917582330028083,1.0127345552910094,0.7687463311702027,-0.451492740509067,0.14856501229869398,-0.4795164162273645,0.9080278528414418,0.9194868318929614,0.9202266784809711,1.008997950822079,0.9424237554371837,0.6358634411793829,0.2247187166709475,-0.26270765697318604,-0.2981722974091337,-0.0625824964910692,-0.4670205847967044,0.7801374787583668,0.2127857411688063,0.9255014154596302,0.2727737430648907,166,186,91,6,2,5,503,555,84,41,519,416,510,172,153,151,150,132,128,168,133,457,401,598,122,381,131,289
280,NG Springfield AVCRAD (New),mo,37.25375,-93.39175,0,68.8,59.0,65.4,0.0,0.0,0.0,2.0,53.0,1011.9,968.0,11.8,292.0,20.8,59.31428571428571,40.9,49.114285714285714,53.08571428571429,32.785714285714285,0.0055714285714285,0.0055714285714285,0.0,13.728571428571428,29.814285714285717,29417.04571428572,3.392857142857143,11.232857142857142,0.7142857142857143,0.0957142857142857,0.9180367301833949,-0.22442483269369917,0.8709223481111068,-0.05743455520946168,-0.034857808718787506,-0.05103689408508195,-0.04875618080324411,-0.17115698636771962,-0.9026633751024274,-0.3363143882881439,0.5925202624770368,1.266642314339857,0.5722508565393756,0.2748311676298048,0.0874057183013369,0.15798565306514076,0.17191583508894234,-0.04169128689477177,-0.5838588175842993,-0.4429683185450204,-0.26270765697318604,0.6343423448256654,1.4372538455958717,0.1930483069540316,-0.49950722878814413,-0.2885382754200353,-0.6120251295781425,0.4194752811823639,170,470,199,6,2,5,398,475,715,671,226,96,215,339,363,365,357,384,526,435,133,155,44,399,636,561,497,231
467,OLF Bronson,fl,30.38453846153845,-87.42276923076922,0,68.8,78.0,71.5,0.0,0.0,0.0,1.0,35.0,1022.5,1020.7,6.5,214.0,11.9,71.64285714285714,56.74285714285714,62.91428571428571,71.6,55.35714285714285,0.067,0.0231428571428571,0.0,10.571428571428571,21.414285714285715,26227.2,4.985714285714286,13.077142857142857,3.7142857142857135,0.0958571428571428,0.9180367301833949,0.8825679778458577,1.1454233100515778,-0.05743455520946168,-0.034857808718787506,-0.05103689408508195,-0.22496272896935435,-0.6173866263406527,1.0309764403423798,0.7583604221527371,-0.4715699136434151,0.33887604243336006,-0.44521965733279684,1.0083194083514728,0.9764018213582836,0.9698101630449556,1.116914460515898,1.0487026590270296,0.12489871115675961,-0.21858169195604724,-0.26270765697318604,-0.3153615074042457,-0.05496911404392708,-0.4391211147410457,0.8993200740690708,0.3567352095412759,0.7918034550215626,0.4232368590828107,170,186,86,6,2,5,503,550,76,57,526,302,493,144,117,127,117,106,229,297,133,465,395,582,98,308,160,230
481,NOLF Spencer,fl,30.6266,-87.13799999999999,0,68.8,77.0,69.8,0.0,0.0,0.0,2.0,51.0,1022.2,1017.2,6.8,188.0,12.1,71.71428571428571,54.57142857142857,62.114285714285714,70.24285714285715,52.471428571428575,0.1018571428571428,0.0567142857142857,0.0,11.485714285714286,22.442857142857143,24508.59,4.885714285714286,12.401428571428571,4.0,0.093,0.9180367301833949,0.8243051983437758,1.068923041969807,-0.05743455520946168,-0.034857808718787506,-0.05103689408508195,-0.04875618080324411,-0.22073805747582328,0.9762507851882898,0.6856590590304775,-0.41133839424037066,0.0296206184645277,-0.4223551514030852,1.0125690505341012,0.8545556467282963,0.9227478726113433,1.0476437279421635,0.9092978634091797,0.5270774018842429,0.2101244645350799,-0.26270765697318604,-0.04033414748246132,0.12775206468747677,-0.7797183683805244,0.8115013196296047,0.12031820072121395,0.9255014154596302,0.3480053010738522,170,206,118,6,2,5,398,485,105,152,500,461,479,141,184,150,132,157,154,173,133,325,295,662,117,420,131,256
356,Eglin Air Force Auxiliary Field 6,fl,30.6358,-86.742,0,68.7,71.0,69.4,0.0,0.0,0.0,2.0,55.0,1022.3,1017.7,5.4,232.0,11.6,71.6,54.42857142857143,62.0,70.08571428571429,52.32857142857143,0.0978571428571428,0.0494285714285714,0.0,11.742857142857144,22.27142857142857,26493.42857142857,4.757142857142857,12.44285714285714,3.4285714285714284,0.0968571428571428,0.9128576101938628,0.4747285213312841,1.0509229788917438,-0.05743455520946168,-0.034857808718787506,-0.05103689408508195,-0.04875618080324411,-0.12157591525961593,0.9944926702396393,0.6960449680479431,-0.6924188181212446,0.5529759513348593,-0.4795164162273645,1.0057696230418955,0.8465394510289552,0.9160246882636844,1.039622906275731,0.9023966359033454,0.48092574884994144,0.11708610716892025,-0.26270765697318604,0.03701729749554076,0.09729853489890894,-0.38635945254372805,0.6985914924931474,0.13481311246705174,0.6581054945834957,0.4495679043859468,173,291,127,6,2,5,398,462,94,134,594,198,510,145,188,156,138,164,163,195,133,299,311,570,145,415,191,216
611,Goldwater ANGB,az,33.42625,-112.0125,0,68.7,29.0,61.9,0.0,0.0,0.0,2.0,51.0,1014.5,975.5,8.1,141.0,10.7,74.51428571428572,58.82857142857143,66.25714285714285,69.25714285714285,54.34285714285714,0.0095714285714285,0.0017142857142857,0.0,9.428571428571429,15.271428571428572,31550.69428571429,4.15,12.827142857142857,0.5714285714285714,0.1334285714285714,0.9128576101938628,-1.9723082177561575,0.7134217961780491,-0.05743455520946168,-0.034857808718787506,-0.05103689408508195,-0.04875618080324411,-0.22073805747582328,-0.42837436376690563,-0.18052575302615909,-0.15033514349384483,-0.5294180325560539,-0.5824066929110674,1.1791550240931366,1.0934382785686663,1.166463305213979,0.99733130112545,0.9997039437356073,-0.5377071645499977,-0.4922239195035746,-0.26270765697318604,-0.6591457073064758,-1.1462205981342557,0.6158986590760185,0.16540619768210185,0.2692659145232825,-0.6788741097971761,1.412531846900638,173,790,266,6,2,5,398,485,603,633,395,600,564,95,82,87,154,111,498,483,133,651,775,249,288,353,505,92
701,Luke AFB,az,33.5868,-112.40405,0,68.6,26.0,62.8,0.0,0.0,0.0,1.0,26.0,1014.3,973.2,4.6,104.0,9.4,72.88571428571429,56.62857142857143,64.48571428571428,66.87142857142858,51.84285714285714,0.0034285714285714,0.0028571428571428,0.0,11.357142857142858,18.2,30651.074285714287,4.228571428571429,13.135714285714286,0.4285714285714285,0.143,0.9076784902043298,-2.147096556262403,0.7539219381036923,-0.05743455520946168,-0.034857808718787506,-0.05103689408508195,-0.22496272896935435,-0.8405014463271192,-0.46485813386964603,-0.22830093450650016,-0.8530362031960299,-0.9695122897424692,-0.7310259814541936,1.082263182329208,0.969988864798811,1.0622539478252657,0.8755606449168846,0.878932462383509,-0.6085829174241031,-0.477629667367707,-0.26270765697318604,-0.0790098699714621,-0.6259727975795644,0.437610332277531,0.2344066475988252,0.3772280158026347,-0.7457230900162097,1.664557566230655,175,806,249,6,2,5,503,569,612,644,639,665,626,120,121,107,187,172,543,465,133,353,649,313,265,300,523,68
122,NG Hammond Airport,la,30.5245,-90.41375,0,68.5,71.0,69.6,0.0,0.0,0.0,3.0,100.0,1021.7,1019.7,5.0,188.0,9.6,74.92857142857143,56.85714285714285,64.65714285714286,74.77142857142857,55.8,0.1655714285714285,0.0917142857142857,0.0,10.528571428571428,24.9,30353.022857142856,5.085714285714286,13.234285714285717,4.285714285714286,0.1004285714285714,0.9024993702147976,0.4747285213312841,1.059923010430775,-0.05743455520946168,-0.034857808718787506,-0.05103689408508195,0.12745036736286613,0.9939981846727168,0.8850413599314595,0.7375886041178058,-0.7727275106586373,0.0296206184645277,-0.7081614755244819,1.2038029487523811,0.9828147779177562,1.0723387243467544,1.278789225056627,1.070096464295116,1.2622073037877588,0.6570734361960419,-0.26270765697318604,-0.32825341490057924,0.5642526583236079,0.37854195840867616,0.9871388285085376,0.4117159092668728,1.0591993758976972,0.5436073518971478,176,291,122,6,2,5,7,1,144,80,619,461,616,91,111,105,88,102,67,107,133,471,136,330,88,282,114,193
739,Chocolate Mountain Aerial Gunnery Range,ca,33.34692857142856,-115.3491,0,68.5,27.0,61.6,0.0,0.0,0.0,3.0,95.0,1012.6,951.6,7.8,198.0,9.2,68.32857142857144,55.7,61.7,61.4,48.0,0.0084285714285714,0.0084285714285714,0.0,15.214285714285714,21.057142857142853,31151.67,4.878571428571428,14.48,0.8571428571428571,0.1628571428571428,0.9024993702147976,-2.088833776760321,0.6999217488695015,-0.05743455520946168,-0.034857808718787506,-0.05103689408508195,0.12745036736286613,0.8700455069024576,-0.7749701797428568,-0.676972204061017,-0.21056666289688925,0.14856501229869398,-0.7538904873839054,0.8111360110775141,0.9178835927530926,0.8983763293510799,0.5962902178038252,0.6932894424765694,-0.5508933511312262,-0.4064826882053495,-0.26270765697318604,1.081261804698565,-0.11841396777010971,0.5368193008448071,0.8052285514553563,0.8475629107279592,-0.5451761493591089,2.1874168943929275,176,802,269,6,2,5,7,300,685,711,420,416,638,202,156,167,245,217,507,409,133,106,434,285,118,93,479,25
848,NG Papago Military Reservation,az,33.46775,-111.962125,0,68.5,29.0,62.1,0.0,0.0,0.0,1.0,22.0,1014.5,970.0,7.3,149.0,11.9,73.68571428571428,58.41428571428571,65.55714285714285,68.52857142857142,53.385714285714286,0.0151428571428571,0.0078571428571428,0.0,9.785714285714286,15.085714285714284,31109.80571428571,4.15,12.838571428571427,1.0,0.1358571428571428,0.9024993702147976,-1.9723082177561575,0.7224218277170811,-0.05743455520946168,-0.034857808718787506,-0.05103689408508195,-0.22496272896935435,-0.9396635885433265,-0.42837436376690563,-0.2947707522182813,-0.31095252856863,-0.43426251748872086,-0.44521965733279684,1.1298591747746463,1.0701913110405763,1.125283801084568,0.9601438552174448,0.9534657194465184,-0.47342450496650607,-0.4137798142732839,-0.26270765697318604,-0.5517131448370287,-1.1792119220718709,0.5285225606071354,0.16540619768210185,0.27326451086696196,-0.47832716914007534,1.4764786712082532,176,790,264,6,2,5,503,590,603,660,458,585,493,107,88,100,165,126,464,414,133,605,780,288,288,351,467,80
157,Louisville Stagefield AL,al,31.8155,-85.65175,0,68.4,65.0,68.5,0.0,0.0,0.0,0.0,4.0,1021.6,1007.4,8.4,224.0,13.4,67.77142857142857,49.957142857142856,58.24285714285714,65.5,45.642857142857146,0.0854285714285714,0.0764285714285714,0.0,10.685714285714283,21.67142857142857,27682.63,4.3,12.13,1.5714285714285714,0.0882857142857142,0.8973202502252654,0.12515184431879248,1.0104228369661001,-0.05743455520946168,-0.034857808718787506,-0.05103689408508195,-0.40116927713546463,-1.3858932285162597,0.8667994748800892,0.48209524228814926,-0.09010362409080025,0.45782043626752633,-0.2737358628599588,0.7779888020530119,0.5956325256395734,0.6950000028343971,0.8055607467371096,0.5794191886303054,0.33752596977907656,0.4618753138788052,-0.26270765697318604,-0.2809830874140233,-0.009288819361076272,-0.15068135187192097,0.29713432934130096,0.025351537558821458,-0.21093124826394097,0.22387323035906573,179,382,149,6,2,5,600,684,148,338,378,247,429,209,244,242,209,242,190,128,133,443,372,519,238,451,402,306
788,NG Bergstrom - (Abia),tx,30.176,-97.6725,0,68.4,76.0,66.6,0.0,0.0,0.0,3.0,100.0,1017.7,1000.6,12.9,203.0,20.8,76.01428571428572,58.17142857142857,65.7,72.65714285714286,54.385714285714286,0.0387142857142857,0.0207142857142857,0.0,14.657142857142857,24.7,23921.56428571429,4.664285714285714,12.292857142857144,1.8571428571428568,0.1262857142857142,0.8973202502252654,0.7660424188416939,0.9249225373452974,-0.05743455520946168,-0.034857808718787506,-0.05103689408508195,0.12745036736286613,0.9939981846727168,0.15536595787681678,0.3408468796506173,0.8133691669548663,0.20803720921577715,0.5722508565393756,1.2683975099283336,1.0565637783516963,1.1336877815191422,1.170872715362808,1.0017743119873577,-0.20145940672865795,-0.2495944777447667,-0.26270765697318604,0.9136670072462276,0.5287235402369462,-0.8960561914476931,0.6170455062279282,0.08233153545625745,-0.07723328782587394,1.2244529518782359,179,213,174,6,2,5,7,1,394,411,177,379,215,84,92,97,106,110,338,326,133,117,148,683,162,433,363,103
340,Hurlburt Field,fl,30.43683333333333,-86.69816666666667,0,68.3,79.0,70.0,0.0,0.0,0.0,1.0,40.0,1022.3,1020.9,5.7,201.0,11.6,70.35714285714286,55.32857142857143,61.98571428571428,69.89999999999999,52.871428571428574,0.099,0.0455714285714285,0.0,10.814285714285717,20.957142857142856,27828.27142857143,4.8500000000000005,13.042857142857144,3.7142857142857135,0.0941428571428571,0.8921411302357325,0.9408307573479396,1.077923073508839,-0.05743455520946168,-0.034857808718787506,-0.05103689408508195,-0.22496272896935435,-0.4934339485703935,0.9944926702396393,0.762514785759722,-0.6321872987182002,0.18424833044894387,-0.4795164162273645,0.9318258490641614,0.8970414839348052,0.9151842902202267,1.030143753397219,0.9286213004255154,0.4941119354311712,0.06783050621036472,-0.26270765697318604,-0.24230736492502092,-0.13617852681344025,-0.12181786883181389,0.7801374787583668,0.3447394205102376,0.7918034550215626,0.37809792427743505,181,164,115,6,2,5,503,536,94,51,582,397,510,167,170,157,140,144,160,203,133,423,441,509,122,316,160,246
204,Pine Bluff Arsenal,ar,34.3425,-92.100375,0,68.1,73.0,64.7,0.0,0.0,0.0,3.0,94.0,1015.6,1005.0,15.2,229.0,29.1,63.3,48.18571428571429,55.142857142857146,61.785714285714285,43.385714285714286,0.586857142857143,0.5542857142857144,0.0,12.457142857142856,25.485714285714288,18842.71,3.357142857142857,8.705714285714285,6.142857142857143,0.06,0.8817828902566673,0.591254080335448,0.8394222377244952,-0.05743455520946168,-0.034857808718787506,-0.05103689408508195,0.12745036736286613,0.8452549713484058,-0.22771362820187474,0.4322428790043146,1.2751441490448734,0.5172926331846095,1.5211278526224128,0.5119612014204716,0.49623169896774194,0.5126336274041492,0.6159776891668869,0.47037979403812513,6.122965332293295,6.564096988188674,-0.26270765697318604,0.25188242243443393,0.6683022184345468,-1.902592765393721,-0.530871069659382,-1.1727278919162087,1.9282361187451342,-0.520919193929638,182,264,218,6,2,5,7,308,533,370,113,212,58,280,276,278,235,273,2,2,133,238,121,798,646,758,43,553
381,Marine Corps Air Station Beaufort,sc,32.467126436781605,-80.72111494252874,0,68.1,59.0,67.5,0.0,0.0,0.0,1.0,26.0,1021.3,1020.7,8.0,240.0,15.2,67.82857142857144,47.614285714285714,56.3,66.07142857142857,44.01428571428572,0.0,0.0,0.0,10.2,22.457142857142856,29813.23,4.478571428571429,13.005714285714287,0.0,0.0921428571428571,0.8817828902566673,-0.22442483269369917,0.9654226792709409,-0.05743455520946168,-0.034857808718787506,-0.05103689408508195,-0.22496272896935435,-0.8405014463271192,0.8120738197259786,0.7583604221527371,-0.1704123166281929,0.6481314664021924,-0.06795530949255328,0.7813885157991151,0.4641669161703766,0.5807058689241954,0.8347273709786822,0.5007451950637958,-0.6481414771677897,-0.5141152977073766,-0.26270765697318604,-0.42709137237247063,0.13028985883652372,0.27156482882310157,0.4539535336974912,0.3317439823932785,-0.9462700306733105,0.3254358336711629,182,470,162,6,2,5,503,569,159,57,407,173,360,208,294,259,201,264,617,526,133,535,288,363,205,323,617,268
592,McEntire Joint National Guard Base,sc,33.919999999999995,-80.79322222222224,0,68.1,51.0,65.5,0.0,0.0,0.0,2.0,53.0,1019.2,1010.9,9.1,248.0,20.1,61.371428571428574,41.65714285714286,51.371428571428574,57.24285714285714,35.3,0.0127142857142857,0.0127142857142857,0.0,10.485714285714286,21.11428571428572,24150.45,3.257142857142857,11.092857142857143,1.5714285714285714,0.0787142857142857,0.8817828902566673,-0.6905270687103547,0.8754223638806224,-0.05743455520946168,-0.034857808718787506,-0.05103689408508195,-0.04875618080324411,-0.17115698636771962,0.42899423364730777,0.5547966054104089,0.05043658784963662,0.7432869814695254,0.4922250857853846,0.3972208624895041,0.12989155550784579,0.29076854393140467,0.3841030264463836,0.07977031720790986,-0.5014451514516174,-0.3517542426958437,-0.26270765697318604,-0.34114532239691286,-0.10826279117391874,-0.850695204555365,-0.6186898240988484,-0.3375210806301112,-0.21093124826394097,-0.028152488970949244,182,606,198,6,2,5,398,475,272,288,340,144,238,307,354,337,304,357,476,368,133,483,425,676,681,570,402,389
