OBJECTID,Site_Name,State,latitude,longitude,elevation,Is_Joint_Base,Operational_Status,Reporting_Component,current_temperature_2m,current_relative_humidity_2m,current_apparent_temperature,current_is_day,current_precipitation,current_rain,current_showers,current_snowfall,current_weather_code,current_cloud_cover,current_pressure_msl,current_surface_pressure,current_wind_speed_10m,current_wind_direction_10m,current_wind_gusts_10m,current_time,timezone,Cluster
433,Naval Station Norfolk,va,36.93533,-76.2923,2.0,no,act,usn,48.9,47,42.9,1,0.0,0.0,0.0,0.0,0,4,1019.7,1019.5,6.9,201,9.2,2026-02-10T11:45,America/New_York,9
434,Naval Air Station Oceana,va,36.8207,-76.03354,6.0,no,act,usn,49.5,42,43.0,1,0.0,0.0,0.0,0.0,0,1,1020.0,1019.4,7.2,210,8.9,2026-02-10T11:45,America/New_York,9
444,Glenview,il,42.06975,-87.78784,199.0,no,act,usn,46.6,62,38.4,1,0.0,0.0,0.0,0.0,0,15,1011.1,986.7,11.2,337,19.5,2026-02-10T10:45,America/Chicago,5
447,Andersen Air Force Base,gu,13.55691,144.92232,158.0,no,act,usn,80.6,82,84.6,0,0.0,0.0,0.0,0.0,3,91,1012.9,994.9,15.8,83,20.8,2026-02-11T02:45,Pacific/Guam,0
451,Manchester,wa,42.48415,-91.45543,287.0,no,act,usn,37.3,85,27.3,1,0.0,0.0,0.0,0.0,3,100,1016.1,980.8,15.0,323,21.5,2026-02-10T10:45,America/Chicago,8
458,Offutt Air Force Base,ne,41.12024,-95.92095,311.0,no,act,usaf,42.5,57,31.5,1,0.0,0.0,0.0,0.0,1,35,1020.1,981.3,15.6,351,25.9,2026-02-10T10:45,America/Chicago,8
462,NOLF Evergreen,al,31.4335,-86.95692,83.0,no,act,usn,64.1,83,64.2,1,0.0,0.0,0.0,0.0,3,93,1022.5,1011.9,6.8,226,13.6,2026-02-10T10:45,America/Chicago,3
463,NOLF Santa Rosa,fl,30.39603,-86.22883,1.0,no,act,usn,69.6,79,72.8,1,0.0,0.0,0.0,0.0,2,56,1022.7,1022.2,5.2,205,9.8,2026-02-10T10:45,America/Chicago,3
466,West Bank,la,42.90306,-78.27,315.0,no,act,usn,38.8,63,29.7,1,0.0,0.0,0.0,0.0,3,100,1008.9,970.6,11.0,185,27.1,2026-02-10T11:45,America/New_York,6
468,Saufley Field,fl,30.46598,-87.3415,22.0,no,act,usn,67.4,79,68.8,1,0.0,0.0,0.0,0.0,1,42,1022.6,1020.1,5.4,218,13.2,2026-02-10T10:45,America/Chicago,3
469,Naval Air Station Meridian,ms,32.55483,-88.55719,87.0,no,act,usn,65.9,75,64.2,1,0.0,0.0,0.0,0.0,3,96,1020.8,1010.6,10.1,217,19.7,2026-02-10T10:45,America/Chicago,0
481,NOLF Spencer,fl,43.14136,-95.14444,400.0,no,act,usn,36.8,69,26.2,1,0.0,0.0,0.0,0.0,3,100,1020.4,970.7,14.6,337,21.9,2026-02-10T10:45,America/Chicago,8
482,NOLF Choctaw,fl,30.36742,-86.10605,3.0,no,act,usn,69.9,77,71.1,1,0.0,0.0,0.0,0.0,1,29,1022.7,1021.4,8.5,198,10.5,2026-02-10T10:45,America/Chicago,3
487,NOLF Silverhill,al,30.54547,-87.75166,44.0,no,act,usn,66.3,81,67.0,1,0.0,0.0,0.0,0.0,1,39,1022.7,1017.5,6.7,210,11.9,2026-02-10T10:45,America/Chicago,3
488,NOLF Brewton,al,31.10518,-87.07219,25.0,no,act,usn,65.5,83,66.9,1,0.0,0.0,0.0,0.0,3,99,1022.6,1019.5,5.1,225,11.6,2026-02-10T10:45,America/Chicago,3
489,NOLF Summerdale,al,30.4877,-87.69971,34.0,no,act,usn,66.6,82,67.4,1,0.0,0.0,0.0,0.0,1,33,1022.7,1018.5,6.9,201,13.9,2026-02-10T10:45,America/Chicago,3
494,NOLF Holley,fl,30.44686,-86.90691,2.0,no,act,usn,67.2,84,70.4,1,0.0,0.0,0.0,0.0,1,26,1022.8,1021.5,4.5,213,9.6,2026-02-10T10:45,America/Chicago,3
495,NOLF Wolf,al,44.77164,-107.23897,1410.0,no,act,usn,34.7,40,26.1,1,0.0,0.0,0.0,0.0,1,46,1026.2,863.7,6.2,136,6.3,2026-02-10T09:45,America/Denver,4
504,National City,ca,32.67811,-117.0992,21.0,no,act,usn,61.2,82,59.4,1,0.0,0.0,0.0,0.0,3,100,1015.0,1012.5,8.7,209,13.0,2026-02-10T08:45,America/Los_Angeles,1
506,San Nicolas Island,ca,33.24947,-119.50038,203.0,no,act,usn,57.0,85,53.9,1,0.0,0.0,0.0,0.0,3,100,1013.8,990.5,9.2,247,10.5,2026-02-10T08:45,America/Los_Angeles,1
507,NAVWPNSTA Seal Beach,ca,33.74141,-118.10479,4.0,no,act,usn,62.2,80,60.4,1,0.0,0.0,0.0,0.0,3,100,1013.9,1013.1,8.9,170,12.1,2026-02-10T08:45,America/Los_Angeles,1
513,Santa Cruz Island,ca,34.0262,-119.76505,656.0,no,act,usn,56.2,93,53.7,1,0.0,0.0,0.0,0.0,3,100,1013.2,966.7,8.9,162,10.5,2026-02-10T08:45,America/Los_Angeles,1
514,CSO NAS Alameda,ca,37.77099,-122.26087,10.0,no,care,usn,47.6,71,42.5,1,0.0,0.0,0.0,0.0,3,100,1009.0,1007.7,5.7,162,8.1,2026-02-10T08:45,America/Los_Angeles,1
521,South Point,ca,34.14516,-79.80979,37.0,no,act,usn,58.7,70,56.2,1,0.0,0.0,0.0,0.0,0,13,1019.9,1015.1,6.1,246,16.6,2026-02-10T11:45,America/New_York,3
538,Naval Air Station Patuxent River,md,38.28374,-76.41853,8.0,no,act,usn,43.8,54,39.0,1,0.0,0.0,0.0,0.0,2,79,1018.9,1017.9,3.0,132,4.9,2026-02-10T11:45,America/New_York,2
539,Webster Field,md,43.67479,-70.50034,71.0,no,act,usn,26.3,39,19.7,1,0.0,0.0,0.0,0.0,0,10,1017.5,1006.9,0.9,315,6.7,2026-02-10T11:45,America/New_York,9
547,Pumpkin Neck,va,38.30068,-77.07609,33.0,no,act,usn,45.1,37,39.4,1,0.0,0.0,0.0,0.0,3,80,1018.6,1014.6,1.0,243,3.6,2026-02-10T11:45,America/New_York,9
554,NAF El Centro,ca,32.792,-115.56305,12.0,no,act,usn,67.0,55,64.1,1,0.0,0.0,0.0,0.0,1,40,1012.2,1013.4,7.2,182,15.4,2026-02-10T08:45,America/Los_Angeles,5
559,Mark Center,va,41.28894,-84.63106,219.0,no,act,whs,47.0,71,36.9,1,0.0,0.0,0.0,0.0,0,1,1007.8,981.3,17.3,246,34.2,2026-02-10T11:45,America/New_York,5
560,Pentagon,va,38.87488,-77.05662,14.0,no,act,whs,39.5,63,34.1,1,0.0,0.0,0.0,0.0,3,100,1018.1,1017.0,2.2,156,4.0,2026-02-10T11:45,America/New_York,2
568,Cabeza De Perro,pr,18.24837,-65.57766,26.0,no,care,usn,75.1,65,75.8,1,0.0,0.0,0.0,0.0,3,100,1020.7,1020.1,8.8,19,19.5,2026-02-10T12:45,America/Puerto_Rico,0
573,CSO NAS South Weymouth,ma,42.1751,-70.94949,55.0,no,care,usn,29.4,52,22.7,1,0.0,0.0,0.0,0.0,0,2,1018.6,1011.3,3.3,242,6.0,2026-02-10T11:45,America/New_York,9
579,Eareckson Air Station,ak,52.71369,174.11508,,no,act,usaf,33.0,72,15.9,0,0.0,0.0,0.0,0.0,3,91,980.0,976.8,29.1,289,42.5,2026-02-10T06:45,America/Adak,6
585,Alpena County Regional Airport,mi,45.07807,-83.56026,207.0,no,act,airNationalGuard,29.2,64,22.0,1,0.0,0.0,0.0,0.0,3,100,1006.3,980.5,4.1,248,9.8,2026-02-10T11:45,America/Detroit,2
588,Malmstrom Air Force Base,mt,47.50549,-111.18302,1055.0,no,act,usaf,34.5,63,23.6,1,0.0,0.0,0.0,0.0,0,0,1023.9,899.4,14.0,243,25.3,2026-02-10T09:45,America/Denver,4
593,Minot Air Force Base,nd,48.42087,-101.33914,494.0,no,act,usaf,31.2,77,23.7,1,0.0,0.0,0.0,0.0,0,11,1023.2,962.1,6.5,284,12.1,2026-02-10T10:45,America/Chicago,9
598,New Castle Airport,de,39.67845,-75.60632,22.0,no,act,airNationalGuard,32.1,74,26.0,1,0.0,0.0,0.0,0.0,3,100,1019.2,1016.5,3.2,168,7.2,2026-02-10T11:45,America/New_York,2
600,Hancock Field,ny,42.08871,-71.06394,73.0,no,act,airNationalGuard,29.6,53,23.1,1,0.0,0.0,0.0,0.0,0,2,1018.6,1009.2,3.0,234,7.2,2026-02-10T11:45,America/New_York,9
609,Capital Airport,il,39.8444,-89.67354,179.0,no,act,airNationalGuard,51.2,52,42.1,1,0.0,0.0,0.0,0.0,0,0,1012.1,990.8,13.3,318,18.8,2026-02-10T10:45,America/Chicago,5
614,Rickenbacker,oh,39.8172,-82.93616,225.0,no,act,airNationalGuard,36.6,67,28.1,1,0.0,0.0,0.0,0.0,0,1,1011.3,983.7,9.9,186,19.5,2026-02-10T11:45,America/New_York,5
615,Quonset State Airport,ri,41.59744,-71.41483,2.0,no,act,airNationalGuard,30.3,45,24.1,1,0.0,0.0,0.0,0.0,1,45,1018.9,1018.8,1.5,117,7.2,2026-02-10T11:45,America/New_York,2
623,Birmingham Airport,al,52.45386,-1.74803,99.0,no,act,airNationalGuard,46.7,96,44.0,1,0.0,0.0,0.0,0.0,3,100,983.0,971.7,3.7,107,8.7,2026-02-10T16:45,Europe/London,1
629,Joe Foss Field,sd,43.58136,-96.74172,433.0,no,act,airNationalGuard,34.4,78,23.8,1,0.0,0.0,0.0,0.0,3,100,1022.0,968.8,14.6,341,21.9,2026-02-10T10:45,America/Chicago,8
631,Martin State Airport,md,39.32566,-76.41357,5.0,no,act,airNationalGuard,36.0,78,31.2,1,0.0,0.0,0.0,0.0,3,100,1018.4,1018.0,1.4,162,2.0,2026-02-10T11:45,America/New_York,2
639,Will Rogers World Airport,ok,35.39312,-97.60087,393.0,no,act,airNationalGuard,54.4,54,42.8,1,0.0,0.0,0.0,0.0,3,99,1014.1,968.1,20.9,334,26.4,2026-02-10T10:45,America/Chicago,8
643,Boise Air Terminal,id,43.56156,-116.23984,857.0,no,act,airNationalGuard,37.4,63,31.0,1,0.0,0.0,0.0,0.0,3,100,1022.1,920.4,4.1,174,9.2,2026-02-10T09:45,America/Boise,4
670,Joint Base Lewis-McChord,wa,47.10787,-122.57694,84.0,yes,act,usa,33.2,100,29.3,1,0.0,0.0,0.0,0.0,45,100,1018.3,1007.3,0.6,225,1.6,2026-02-10T08:45,America/Los_Angeles,7
685,Aberdeen Proving Ground,md,39.46686,-76.13066,7.0,no,act,usa,32.7,88,27.6,1,0.0,0.0,0.0,0.0,3,96,1018.7,1017.0,2.2,66,2.7,2026-02-10T11:45,America/New_York,2
686,Altus Air Force Base,ok,34.66396,-99.27425,415.0,no,act,usaf,52.9,43,41.0,1,0.0,0.0,0.0,0.0,3,97,1016.2,967.1,18.6,355,25.5,2026-02-10T10:45,America/Chicago,8
688,Goodfellow Air Force Base,tx,31.43137,-100.40208,569.0,no,act,usaf,68.1,48,64.9,1,0.0,0.0,0.0,0.0,3,86,1016.2,951.6,6.2,251,17.4,2026-02-10T10:45,America/Chicago,10
690,Beale Air Force Base,ca,39.10917,-121.35444,60.0,no,act,usaf,52.5,76,50.7,1,0.0,0.0,0.0,0.0,2,78,1009.9,1002.4,1.2,112,4.3,2026-02-10T08:45,America/Los_Angeles,1
691,Buckley Space Force Base,co,39.7056,-104.75507,1706.0,no,act,usaf,38.7,50,29.8,1,0.0,0.0,0.0,0.0,1,35,1024.1,833.3,8.9,131,10.5,2026-02-10T09:45,America/Denver,4
692,Cape Canaveral Space Force Station,fl,28.41861,-80.62033,2.0,no,act,usaf,72.6,47,73.8,1,0.0,0.0,0.0,0.0,0,11,1024.9,1024.5,3.7,232,5.8,2026-02-10T11:45,America/New_York,3
694,Creech Air Force Base,nv,36.58333,-115.66667,955.0,no,act,usaf,53.6,36,47.3,1,0.0,0.0,0.0,0.0,3,97,1012.4,905.0,4.1,131,8.7,2026-02-10T08:45,America/Los_Angeles,10
695,Edwards Air Force Base,ca,34.91637,-117.93535,717.0,no,act,usaf,51.0,62,48.1,1,0.0,0.0,0.0,0.0,3,100,1012.0,927.7,0.3,225,2.0,2026-02-10T08:45,America/Los_Angeles,10
697,Eielson Air Force Base,ak,64.66327,-147.05441,166.0,no,act,usaf,-32.7,71,-41.5,0,0.0,0.0,0.0,0.0,1,31,1010.4,986.6,3.2,98,5.6,2026-02-10T07:45,America/Anchorage,11
699,Fort Drum,ny,44.05843,-75.76189,158.0,no,act,usa,30.4,62,21.4,1,0.0,0.0,0.0,0.0,3,100,1013.5,994.0,8.6,131,13.6,2026-02-10T11:45,America/New_York,2
700,Shaw Air Force Base,sc,33.97272,-80.47056,73.0,no,act,usaf,61.9,67,59.1,1,0.0,0.0,0.0,0.0,0,2,1020.0,1011.5,9.8,246,21.0,2026-02-10T11:45,America/New_York,3
