OBJECTID,Site_Name,State,latitude,longitude,Operational_Status,Reporting_Component,Is_Joint_Base,timezone,current_time,current_temperature_2m,current_relative_humidity_2m,current_apparent_temperature,current_is_day,current_precipitation,current_rain,current_showers,current_snowfall,current_weather_code,current_cloud_cover,current_pressure_msl,current_surface_pressure,current_wind_speed_10m,current_wind_direction_10m,current_wind_gusts_10m
579,Eareckson Air Station,ak,52.7266,174.10860000000002,act,usaf,no,America/Adak,2026-02-10T07:30,32.5,70.0,15.6,0.0,0.0,0.0,0.0,0.0,3.0,93.0,980.1,972.9,28.4,286.0,41.2
580,Air Force Plant 6,ga,33.91858333333334,-84.526,act,usaf,no,America/New_York,2026-02-10T12:30,65.7,66.0,64.8,1.0,0.0,0.0,0.0,0.0,1.0,47.0,1020.1,983.0,8.2,248.0,16.1
581,Barry M Goldwater Range,az,32.886199999999995,-112.7284,act,usaf,no,America/Phoenix,2026-02-10T10:30,70.9,27.0,66.6,1.0,0.0,0.0,0.0,0.0,1.0,43.0,1013.8,983.9,2.5,265.0,16.1
582,Gen Mitchell IAP,wi,42.94225,-87.888,act,airNationalGuard,no,America/Chicago,2026-02-10T11:30,41.9,75.0,33.4,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1012.0,987.2,12.1,309.0,24.2
583,Duluth IAP,mn,46.84125,-92.19389285714284,act,airNationalGuard,no,America/Chicago,2026-02-10T11:30,25.6,72.0,12.9,1.0,0.0,0.0,0.0,0.0,3.0,80.0,1015.8,962.1,16.9,309.0,28.6
584,Mansfield Lahm Airport ANG 179th AW,oh,40.812250000000006,-82.51725,act,airNationalGuard,no,America/New_York,2026-02-10T12:30,44.2,71.0,34.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.1,961.9,15.7,213.0,32.9
585,Alpena County Regional Airport,mi,45.071,-83.56450000000001,act,airNationalGuard,no,America/Detroit,2026-02-10T12:30,30.0,67.0,23.0,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1006.9,981.0,4.1,264.0,11.2
586,Point Arena Air Force Station,ca,38.89175,-123.54825,care,usaf,no,America/Los_Angeles,2026-02-10T09:30,47.1,47.0,41.9,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1008.4,932.1,1.9,159.0,10.5
587,McClellan AFB,ca,38.66816666666666,-121.40583333333332,clsd,usaf,no,America/Los_Angeles,2026-02-10T09:30,50.6,86.0,48.3,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1010.4,1008.1,3.2,309.0,3.4
588,Malmstrom Air Force Base,mt,47.50170000000001,-111.1922,act,usaf,no,America/Denver,2026-02-10T10:30,36.5,57.0,25.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.5,899.7,13.9,249.0,22.4
589,Fort Smith Map,ar,35.306076923076915,-94.25438461538462,act,airNationalGuard,no,America/Chicago,2026-02-10T11:30,72.8,58.0,70.3,1.0,0.0,0.0,0.0,0.0,2.0,56.0,1013.7,997.1,11.2,215.0,20.1
590,Tucson IAP,az,32.132000000000005,-110.94899999999998,act,airNationalGuard,no,America/Phoenix,2026-02-10T10:30,71.8,25.0,66.8,1.0,0.0,0.0,0.0,0.0,2.0,73.0,1015.1,928.3,4.2,238.0,8.7
591,Hector IAP,nd,46.9135,-96.80175,act,airNationalGuard,no,America/Chicago,2026-02-10T11:30,31.2,59.0,20.9,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1022.5,988.4,11.4,320.0,19.0
592,McEntire Joint National Guard Base,sc,33.919999999999995,-80.79322222222224,act,airNationalGuard,no,America/New_York,2026-02-10T12:30,68.1,51.0,65.5,1.0,0.0,0.0,0.0,0.0,2.0,53.0,1019.2,1010.9,9.1,248.0,20.1
593,Minot Air Force Base,nd,48.4267,-101.33669999999998,act,usaf,no,America/Chicago,2026-02-10T11:30,35.5,69.0,27.2,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1022.6,961.6,8.8,261.0,12.1
594,Fresno Yosemite International ANG,ca,36.77633333333333,-119.71541666666668,act,airNationalGuard,no,America/Los_Angeles,2026-02-10T09:30,56.7,88.0,54.7,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1010.4,998.6,7.1,160.0,13.4
595,Great Falls IAP,mt,47.47725,-111.364,act,airNationalGuard,no,America/Denver,2026-02-10T10:30,36.5,51.0,26.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.4,893.1,11.9,244.0,19.9
596,Montgomery Regional Airport ANGB,al,32.305,-86.40350000000001,act,airNationalGuard,no,America/Chicago,2026-02-10T11:30,65.8,74.0,64.7,1.0,0.0,0.0,0.0,0.0,1.0,49.0,1021.9,1014.9,8.1,226.0,13.4
597,McLaughlin ANGB,wv,38.3735,-81.5885,act,airNationalGuard,no,America/New_York,2026-02-10T12:30,49.3,71.0,46.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1013.5,980.8,4.5,189.0,11.6
598,New Castle Airport,de,39.686875,-75.5975,act,airNationalGuard,no,America/New_York,2026-02-10T12:30,33.9,68.0,26.5,1.0,0.0,0.0,0.0,0.0,3.0,86.0,1018.2,1015.8,7.0,163.0,9.8
599,Jacksonville IAP,fl,30.225375,-81.83637499999999,act,airNationalGuard,no,America/New_York,2026-02-10T12:30,71.9,34.0,69.6,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1023.1,1020.3,6.2,229.0,11.2
600,Hancock Field,ny,43.1105,-76.09475,act,airNationalGuard,no,America/New_York,2026-02-10T12:30,28.5,82.0,20.7,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1012.9,997.5,6.8,82.0,11.6
601,Bangor IAP,me,44.8185,-68.829,act,airNationalGuard,no,America/New_York,2026-02-10T12:30,26.8,57.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1016.4,1006.7,4.3,12.0,5.8
602,General Wayne A Downing Peoria IAP,il,40.66525,-89.70774999999998,act,airNationalGuard,no,America/Chicago,2026-02-10T11:30,49.5,52.0,39.5,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1012.9,989.9,15.3,339.0,23.9
603,Hulman Fld,in,39.4513125,-87.2970625,act,airNationalGuard,no,America/Indiana/Indianapolis,2026-02-10T12:30,54.8,81.0,50.3,1.0,0.0,0.0,0.0,0.0,1.0,36.0,1011.5,990.4,10.9,238.0,23.7
604,Toledo/Exp Airport,oh,41.591375,-83.7955,act,airNationalGuard,no,America/New_York,2026-02-10T12:30,52.6,51.0,42.7,1.0,0.0,0.0,0.0,0.0,1.0,34.0,1007.7,983.7,15.6,251.0,30.2
605,Truax ANGB,wi,43.1315,-89.332375,act,airNationalGuard,no,America/Chicago,2026-02-10T11:30,39.1,79.0,28.9,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1013.4,981.3,15.7,314.0,28.4
606,Volk ANGB,wi,44.050250000000005,-90.185875,act,airNationalGuard,no,America/Chicago,2026-02-10T11:30,38.0,78.0,28.3,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1014.3,979.9,13.7,307.0,23.9
607,Hardwood Range,wi,44.23933333333334,-90.0595,act,airNationalGuard,no,America/Chicago,2026-02-10T11:30,37.0,77.0,28.0,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1014.0,978.0,11.6,304.0,24.6
608,Smoky Hill ANG Range,ks,38.678,-97.83354545454546,act,airNationalGuard,no,America/Chicago,2026-02-10T11:30,46.8,38.0,32.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1019.8,966.9,22.1,11.0,30.2
609,Capital Airport,il,39.8475,-89.66725,act,airNationalGuard,no,America/Chicago,2026-02-10T11:30,53.2,54.0,44.5,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1012.2,990.9,14.2,329.0,20.4
610,Salt Lake City IAP,ut,40.79225,-111.9565,act,airNationalGuard,no,America/Denver,2026-02-10T10:30,41.5,50.0,36.0,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1019.9,873.2,1.5,297.0,4.3
611,Goldwater ANGB,az,33.42625,-112.0125,act,airNationalGuard,no,America/Phoenix,2026-02-10T10:30,68.7,29.0,61.9,1.0,0.0,0.0,0.0,0.0,2.0,51.0,1014.5,975.5,8.1,141.0,10.7
612,Portland IAP ANG,or,45.579375,-122.592375,act,airNationalGuard,no,America/Los_Angeles,2026-02-10T09:30,41.9,91.0,38.0,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1016.7,1016.1,3.4,11.0,4.3
613,Lincoln Map,ne,40.842000000000006,-96.753,act,airNationalGuard,no,America/Chicago,2026-02-10T11:30,44.5,55.0,34.1,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1021.0,978.1,14.8,354.0,21.3
614,Rickenbacker,oh,39.813,-82.94475,act,airNationalGuard,no,America/New_York,2026-02-10T12:30,42.4,66.0,34.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1010.8,983.4,12.0,188.0,19.0
615,Quonset State Airport,ri,41.5945,-71.41550000000001,act,airNationalGuard,no,America/New_York,2026-02-10T12:30,33.6,53.0,27.2,1.0,0.0,0.0,0.0,0.0,2.0,57.0,1018.0,1017.6,3.2,205.0,9.2
616,Ellington Field Joint Reserve Base,tx,29.605000000000004,-95.16916666666668,act,airNationalGuard,no,America/Chicago,2026-02-10T11:30,72.8,66.0,72.4,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1019.3,1018.1,9.6,184.0,15.0
617,Stewart IAP,ny,41.502,-74.08375000000001,act,airNationalGuard,no,America/New_York,2026-02-10T12:30,28.8,59.0,22.1,1.0,0.0,0.0,0.0,0.0,2.0,78.0,1017.0,999.5,2.4,124.0,8.7
618,Pease ANGB NH,nh,43.0895,-70.81525,act,airNationalGuard,no,America/New_York,2026-02-10T12:30,27.7,65.0,21.1,1.0,0.0,0.0,0.0,0.0,1.0,25.0,1017.6,1013.6,2.9,212.0,4.3
619,Arbuckle Airfield,fl,27.6612,-81.34920000000001,act,usaf,no,America/New_York,2026-02-10T12:30,75.5,40.0,76.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1024.3,1021.1,4.8,202.0,5.1
620,Avon Park AF Range,fl,27.66480952380953,-81.31242857142858,act,usaf,no,America/New_York,2026-02-10T12:30,75.7,37.0,75.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1024.3,1021.6,4.6,203.0,5.1
622,Nashville IAP,tn,36.1105,-86.67475,act,airNationalGuard,no,America/Chicago,2026-02-10T11:30,70.8,61.0,67.5,1.0,0.0,0.0,0.0,0.0,0.0,17.0,1015.7,994.8,13.2,215.0,26.2
623,Birmingham Airport,al,33.573625,-86.753875,act,airNationalGuard,no,America/Chicago,2026-02-10T11:30,60.7,84.0,58.1,1.0,0.0,0.0,0.0,0.0,3.0,84.0,1020.4,993.1,10.4,205.0,17.9
624,Bradley IAP,ct,41.936,-72.69975000000001,act,airNationalGuard,no,America/New_York,2026-02-10T12:30,29.1,43.0,21.5,1.0,0.0,0.0,0.0,0.0,3.0,97.0,1017.6,1011.0,3.9,149.0,8.7
625,Forbes Field ANG,ks,38.949375,-95.68225,act,airNationalGuard,no,America/Chicago,2026-02-10T11:30,48.3,48.0,35.8,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1017.8,979.9,20.4,9.0,31.8
626,Cheyenne Regional Airport,wy,41.1618125,-104.8168125,act,airNationalGuard,no,America/Denver,2026-02-10T10:30,36.1,36.0,28.6,1.0,0.0,0.0,0.0,0.0,3.0,88.0,1027.0,818.5,3.5,297.0,9.8
627,Des Moines IAP,ia,41.545,-93.66525,act,airNationalGuard,no,America/Chicago,2026-02-10T11:30,38.8,71.0,28.5,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1018.8,983.6,14.6,339.0,23.5
628,Luis Munoz Marin IAP,pr,18.440625,-65.99462500000001,act,usaf,no,America/Puerto_Rico,2026-02-10T13:30,75.0,65.0,76.2,1.0,0.0,0.0,0.0,0.0,3.0,95.0,1020.0,1019.5,7.5,17.0,15.9
629,Joe Foss Field,sd,43.58416666666667,-96.7415,act,airNationalGuard,no,America/Chicago,2026-02-10T11:30,34.3,75.0,23.4,1.0,0.0,0.0,0.0,0.0,3.0,95.0,1022.6,969.3,15.2,336.0,22.4
630,Jackson IAP Thompson Field,ms,32.321083333333334,-90.08241666666667,act,airNationalGuard,no,America/Chicago,2026-02-10T11:30,67.3,81.0,66.2,1.0,0.0,0.0,0.0,0.0,3.0,98.0,1020.3,1009.9,11.9,218.0,19.9
631,Martin State Airport,md,39.334,-76.4175,act,airNationalGuard,no,America/New_York,2026-02-10T12:30,36.9,57.0,30.0,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1017.6,1016.7,4.3,99.0,4.9
632,Memphis IAP,tn,35.02775,-89.96700000000001,act,airNationalGuard,no,America/Chicago,2026-02-10T11:30,65.7,83.0,63.4,1.0,0.0,0.0,0.0,0.0,3.0,93.0,1016.1,1005.7,13.7,210.0,24.4
633,Gulfport-Biloxi Regional Airport (ANG),ms,30.40925,-89.06174999999999,act,airNationalGuard,no,America/Chicago,2026-02-10T11:30,66.0,88.0,68.9,1.0,0.0,0.0,0.0,0.0,1.0,26.0,1022.1,1021.3,6.8,188.0,10.3
634,Channel Islands ANG Station,ca,34.13725,-119.112,act,airNationalGuard,no,America/Los_Angeles,2026-02-10T09:30,61.3,84.0,59.7,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1013.5,1012.9,8.6,149.0,19.9
635,Louisville IAP-Standiford FL Site 1,ky,38.177,-85.72175,act,airNationalGuard,no,America/Kentucky/Louisville,2026-02-10T12:30,63.6,65.0,59.4,1.0,0.0,0.0,0.0,0.0,1.0,32.0,1012.8,995.5,12.2,238.0,28.9
636,Reno Tahoe IAP,nv,39.5,-119.77375,act,airNationalGuard,no,America/Los_Angeles,2026-02-10T09:30,44.5,41.0,37.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1013.2,862.3,5.3,158.0,11.2
637,Springfield Beckley,oh,39.849,-83.836,act,airNationalGuard,no,America/New_York,2026-02-10T12:30,43.7,72.0,35.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1010.1,971.6,13.2,206.0,21.0
638,Schenectady ANG MAP,ny,42.849,-73.92625000000001,act,airNationalGuard,no,America/New_York,2026-02-10T12:30,23.1,50.0,15.0,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1016.6,1004.1,4.2,115.0,7.2
639,Will Rogers World Airport,ok,35.4065,-97.611,act,airNationalGuard,no,America/Chicago,2026-02-10T11:30,53.0,55.0,41.5,1.0,0.0,0.0,0.0,0.0,2.0,76.0,1015.1,969.1,21.6,343.0,28.0
640,Kingsley Field Cantonement Site 1,or,42.1599375,-121.7386875,act,airNationalGuard,no,America/Los_Angeles,2026-02-10T09:30,31.1,74.0,25.4,1.0,0.0,0.0,0.0,0.0,2.0,67.0,1013.6,869.2,2.0,6.0,13.2
641,Burlington IAP,vt,44.47575,-73.15074999999999,act,airNationalGuard,no,America/New_York,2026-02-10T12:30,23.4,64.0,14.8,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1016.5,1003.8,6.3,172.0,13.2
642,Tulsa IAP,ok,36.21725,-95.87375,act,airNationalGuard,no,America/Chicago,2026-02-10T11:30,69.9,47.0,65.3,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1012.5,990.9,11.3,333.0,13.2
643,Boise Air Terminal,id,43.555625,-116.226125,act,airNationalGuard,no,America/Boise,2026-02-10T10:30,40.0,55.0,32.1,1.0,0.0,0.0,0.0,0.0,2.0,55.0,1022.2,920.2,7.4,164.0,15.9
644,EWVRA Shepherd Field,wv,39.4085,-77.98575000000001,act,airNationalGuard,no,America/New_York,2026-02-10T12:30,36.4,59.0,28.9,1.0,0.0,0.0,0.0,0.0,1.0,44.0,1015.2,994.1,6.1,184.0,14.3
645,Jacksonville FL Maint,fl,30.40525,-81.624,act,usmcr,no,America/New_York,2026-02-10T12:30,72.1,28.0,68.1,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1022.9,1021.8,7.7,244.0,13.0
646,NAVSUPPACT Annapolis,md,38.98,-76.4845,act,usn,no,America/New_York,2026-02-10T12:30,37.3,59.0,31.1,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1017.9,1017.0,3.2,135.0,4.0
647,Naval Research Laboratory – Stennis Space Center,ms,30.375555555555557,-89.61266666666667,act,usn,no,America/Chicago,2026-02-10T11:30,71.2,62.0,71.8,1.0,0.0,0.0,0.0,0.0,1.0,29.0,1021.9,1020.8,7.8,198.0,11.0
649,Savannah/Hilton Head IAP,ga,32.130624999999995,-81.19312500000001,act,airNationalGuard,no,America/New_York,2026-02-10T12:30,70.3,53.0,68.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1021.7,1020.0,9.6,248.0,15.0
650,Ramey AF Solar Observatory Research Site,pr,18.509500000000003,-67.09925,act,usaf,no,America/Puerto_Rico,2026-02-10T13:30,76.7,60.0,73.5,1.0,0.0,0.0,0.0,0.0,3.0,95.0,1019.9,1015.0,17.0,38.0,23.9
651,Verona Defense Fuel Support Point,ny,43.12650000000001,-75.5905,act,usaf,no,America/New_York,2026-02-10T12:30,31.1,67.0,23.1,1.0,0.004,0.0,0.0,0.028,73.0,100.0,1013.3,994.0,6.9,155.0,13.9
652,Air Force Plant 44,az,32.094500000000004,-110.94025,act,usaf,no,America/Phoenix,2026-02-10T10:30,71.5,27.0,63.6,1.0,0.0,0.0,0.0,0.0,1.0,43.0,1015.1,926.5,11.7,220.0,14.5
653,Marine Corps Museum,va,38.52075,-77.36525,act,usmc,no,America/New_York,2026-02-10T12:30,42.1,55.0,37.7,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1017.1,1014.5,1.2,158.0,3.8
654,Barnes Map ANG,ma,42.1705,-72.717,act,airNationalGuard,no,America/New_York,2026-02-10T12:30,27.6,41.0,19.4,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1017.4,1006.8,4.3,159.0,9.4
655,Air Force Plant 4,tx,32.771,-97.45075,act,usaf,no,America/Chicago,2026-02-10T11:30,73.1,57.0,69.9,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1015.2,990.6,12.9,231.0,23.9
656,Air Force Plant 42,ca,34.627428571428574,-118.091,act,usaf,no,America/Los_Angeles,2026-02-10T09:30,53.9,59.0,50.3,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1012.4,924.2,2.8,119.0,2.7
657,Rosecrans MAP (139AG),mo,39.76615,-94.8996,act,airNationalGuard,no,America/Chicago,2026-02-10T11:30,46.0,63.0,36.4,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1017.9,987.9,15.0,357.0,26.2
658,Kaena Point Space Force Station,hi,21.567125,-158.25225,act,usaf,no,Pacific/Honolulu,2026-02-10T07:30,74.7,74.0,75.6,1.0,0.0,0.0,0.0,0.0,3.0,97.0,1020.6,986.9,11.8,79.0,18.8
659,Army Futures Command,tx,30.269,-97.741,act,usa,no,America/Chicago,2026-02-10T11:30,70.0,72.0,68.7,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1017.4,998.5,11.7,198.0,18.3
660,Army Research Lab – Orlando Simulations and Training Technology Center,fl,28.586,-81.19749999999999,act,usa,no,America/New_York,2026-02-10T12:30,76.9,23.0,74.3,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1024.4,1021.1,5.3,255.0,6.5
661,Army Research Office,nc,35.994,-78.899,act,usa,no,America/New_York,2026-02-10T12:30,57.8,44.0,53.3,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1017.8,1002.9,6.5,226.0,15.0
662,Barter Island Regional Radar Site,ak,70.12957142857144,-143.60828571428573,act,usaf,no,America/Anchorage,2026-02-10T08:30,-37.8,72.0,-47.4,0.0,0.0,0.0,0.0,0.0,1.0,39.0,1022.8,1022.8,4.9,183.0,7.2
663,Biometric Technology Center Defense Forensics and Biometrics,wv,39.3265,-80.2615,act,other,no,America/New_York,2026-02-10T12:30,51.1,47.0,43.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1013.0,971.5,10.7,209.0,23.9
664,Camp Blaz,gu,13.56029411764706,144.8600588235294,act,usn,no,Pacific/Guam,2026-02-11T03:30,80.5,83.0,84.5,0.0,0.0,0.0,0.0,0.0,2.0,56.0,1012.5,995.4,16.2,84.0,21.5
665,Cold Bay Regional Radar Site,ak,55.26225,-162.887,act,usaf,no,America/Nome,2026-02-10T08:30,36.7,83.0,18.5,0.0,0.0,0.0,0.0,0.0,2.0,49.0,982.5,980.8,34.1,207.0,67.6
666,Indian Mountain Regional Radar Site,ak,66.03066666666668,-153.72275,act,usaf,no,America/Anchorage,2026-02-10T08:30,-14.6,48.0,-28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.6,912.1,15.6,72.0,58.8
667,Joint Base Anacostia-Bolling,dc,38.8495,-77.012,act,usaf,yes,America/New_York,2026-02-10T12:30,39.9,56.0,34.3,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1017.3,1016.7,2.0,96.0,6.3
668,Joint Base Elmendorf-Richardson,ak,61.275619047619045,-149.64697619047618,act,usaf,yes,America/Anchorage,2026-02-10T08:30,19.3,78.0,12.7,0.0,0.0,0.0,0.0,0.0,3.0,98.0,996.2,981.1,1.6,326.0,4.9
670,Joint Base Lewis-McChord,wa,46.92401680672269,-121.74931092436972,act,usa,yes,America/Los_Angeles,2026-02-10T09:30,17.4,34.0,9.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1017.7,781.7,1.9,201.0,5.1
671,Joint Base McGuire-Dix-Lakehurst,nj,40.00552941176471,-74.52201960784313,act,usaf,yes,America/New_York,2026-02-10T12:30,30.7,84.0,24.0,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1019.0,1014.9,5.0,122.0,8.5
672,Joint Base Pearl Harbor-Hickam,hi,21.36252059925093,-158.00522097378277,act,usn,yes,Pacific/Honolulu,2026-02-10T07:30,73.7,79.0,73.5,1.0,0.0,0.0,0.0,0.0,3.0,99.0,1020.7,1020.7,15.6,66.0,32.0
673,Joint Expeditionary Base Little Creek-Fort Story - Wallops Island,va,37.89573333333333,-75.47206666666668,act,usn,yes,America/New_York,2026-02-10T12:30,41.9,56.0,34.8,1.0,0.0,0.0,0.0,0.0,2.0,52.0,1018.7,1018.7,8.3,166.0,10.3
674,Kenai Regional Radar Site,ak,60.56,-151.2555,act,usaf,no,America/Anchorage,2026-02-10T08:30,23.2,81.0,11.7,0.0,0.0,0.0,0.0,0.0,3.0,100.0,996.4,993.0,14.0,31.0,18.3
675,Kotzebue Regional Radar Site,ak,66.846,-162.599,act,usaf,no,America/Nome,2026-02-10T08:30,-7.6,67.0,-21.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.7,1001.5,15.4,69.0,20.8
716,Fort Monmouth Main Post,nj,40.30840909090909,-74.0701590909091,clsd,usa,no,America/New_York,2026-02-10T12:30,32.8,59.0,26.4,1.0,0.0,0.0,0.0,0.0,3.0,95.0,1018.8,1016.9,2.4,221.0,6.9
717,Hickam Petrol Strg Ann,hi,21.45575,-158.03375,act,usn,no,Pacific/Honolulu,2026-02-10T07:30,71.4,82.0,71.9,1.0,0.0,0.0,0.0,0.0,3.0,93.0,1021.1,995.9,12.5,79.0,50.3
718,Homestead ARB,fl,25.499761904761904,-80.39328571428571,act,afr,no,America/New_York,2026-02-10T12:30,75.2,50.0,75.3,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1024.5,1024.1,10.3,89.0,11.9
719,Jim Creek,wa,48.193714285714286,-121.92157142857144,act,usn,no,America/Los_Angeles,2026-02-10T09:30,38.6,57.0,32.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1018.7,919.3,3.8,118.0,8.1
720,Joliet AAP Elwood,il,41.35781250000001,-88.06575000000001,excs,usa,no,America/Chicago,2026-02-10T11:30,47.4,60.0,37.8,1.0,0.0,0.0,0.0,0.0,0.0,11.0,1012.0,988.4,14.8,329.0,20.8
721,Kamokala Ridge,hi,22.0385,-159.7535,act,usn,no,Pacific/Honolulu,2026-02-10T07:30,75.8,75.0,75.9,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1021.2,1005.7,15.5,87.0,20.8
722,NARL Barrow Camp Tr1,ak,71.32677777777778,-156.6451111111111,act,usn,no,America/Anchorage,2026-02-10T08:30,-30.8,73.0,-39.9,0.0,0.0,0.0,0.0,0.0,3.0,87.0,1020.7,1020.7,3.8,177.0,5.4
723,NAS Whiting Field Milton FL,fl,30.71633333333333,-87.01783333333333,act,usn,no,America/Chicago,2026-02-10T11:30,65.9,86.0,67.4,1.0,0.0,0.0,0.0,0.0,2.0,72.0,1022.2,1016.5,6.0,207.0,14.1
724,NAVSUPPACT Mechanicsburg PA,pa,40.22825,-76.98875000000001,act,usn,no,America/New_York,2026-02-10T12:30,36.3,38.0,27.4,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1015.8,999.5,6.9,167.0,11.6
725,Twin Cities AAP,mn,45.095,-93.172,semi,usa,no,America/Chicago,2026-02-10T11:30,32.1,77.0,21.4,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1018.9,983.3,14.4,318.0,25.5
726,OLF Coupeville,wa,48.19807142857144,-122.6342142857143,act,usn,no,America/Los_Angeles,2026-02-10T09:30,44.7,89.0,41.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1018.7,1011.3,2.1,212.0,6.5
727,Ozol Defense Fuel Support Point,ca,38.025125,-122.166125,act,usaf,no,America/Los_Angeles,2026-02-10T09:30,46.3,93.0,42.6,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1009.7,999.8,5.4,90.0,8.7
728,Rocky Mountain Arsenal,co,39.86270454545456,-104.84634090909086,clsd,usa,no,America/Denver,2026-02-10T10:30,40.4,47.0,32.3,1.0,0.0,0.0,0.0,0.0,3.0,90.0,1024.9,847.4,6.9,111.0,8.1
730,Atlantic City IAP,nj,39.70771428571429,-74.43999999999998,act,airNationalGuard,no,America/New_York,2026-02-10T12:30,34.6,34.0,27.8,1.0,0.0,0.0,0.0,0.0,3.0,99.0,1019.3,1015.4,1.4,39.0,7.2
731,Dania Beach (Lauderdale),fl,26.09225,-80.11,act,usn,no,America/New_York,2026-02-10T12:30,74.0,60.0,76.1,1.0,0.0,0.0,0.0,0.0,1.0,35.0,1024.6,1024.6,5.8,77.0,8.1
732,England Authority,la,31.33725,-92.541875,act,usa,no,America/Chicago,2026-02-10T11:30,71.9,67.0,70.7,1.0,0.0,0.0,0.0,0.0,2.0,73.0,1020.2,1017.4,11.3,207.0,17.9
733,Francis S Gabreski Airport,ny,40.835125,-72.640125,act,airNationalGuard,no,America/New_York,2026-02-10T12:30,30.2,49.0,21.3,1.0,0.0,0.0,0.0,0.0,2.0,73.0,1018.6,1017.2,7.0,207.0,10.1
734,Sioux Gateway Airport (ANG),ia,42.39333333333334,-96.37391666666667,act,airNationalGuard,no,America/Chicago,2026-02-10T11:30,39.5,68.0,28.9,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1022.4,981.6,15.3,331.0,20.4
735,Balboa Hospital,ca,32.727,-117.145,act,usn,no,America/Los_Angeles,2026-02-10T09:30,60.0,84.0,58.2,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1014.7,1006.0,8.2,189.0,13.4
736,Brooklyn NY,ny,40.582,-73.87925,act,usmcr,no,America/New_York,2026-02-10T12:30,30.6,60.0,23.4,1.0,0.0,0.0,0.0,0.0,3.0,92.0,1018.6,1018.1,5.6,175.0,7.6
738,Cannon Air Force Base,nm,34.388000000000005,-103.3222,act,usaf,no,America/Denver,2026-02-10T10:30,52.5,34.0,40.9,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1016.1,870.4,17.9,48.0,22.8
