OBJECTID,Site_Name,State,latitude,longitude,Operational_Status,Reporting_Component,Is_Joint_Base,timezone,current_time,current_temperature_2m,current_relative_humidity_2m,current_apparent_temperature,current_is_day,current_precipitation,current_rain,current_showers,current_snowfall,current_weather_code,current_cloud_cover,current_pressure_msl,current_surface_pressure,current_wind_speed_10m,current_wind_direction_10m,current_wind_gusts_10m
420,Naval Weapons Station Yorktown,va,37.24235714285714,-76.5442857142857,act,usn,no,America/New_York,2026-02-10T12:30,50.0,41.0,43.8,1.0,0.0,0.0,0.0,0.0,2.0,50.0,1017.9,1012.8,6.6,208.0,10.1
421,Det Phil Pny Annex,pa,39.89041666666666,-75.17405555555555,act,usn,no,America/New_York,2026-02-10T12:30,34.8,51.0,27.2,1.0,0.0,0.0,0.0,0.0,2.0,54.0,1018.4,1018.0,5.7,159.0,9.8
422,Waterfront,nj,40.42175,-74.07025,act,usn,no,America/New_York,2026-02-10T12:30,33.0,59.0,26.5,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1018.8,1018.7,2.9,184.0,5.8
423,Fort Sheridan,il,42.213125000000005,-87.804,act,usn,no,America/Chicago,2026-02-10T11:30,48.0,53.0,38.1,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1011.9,987.0,14.1,321.0,22.1
424,Joint Expeditionary Base Little Creek-Fort Story,va,36.91057142857142,-76.10090476190477,act,usn,yes,America/New_York,2026-02-10T12:30,52.6,48.0,47.1,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1018.4,1018.4,7.1,200.0,10.5
425,Craney Island,va,36.88875,-76.36699999999999,act,usn,no,America/New_York,2026-02-10T12:30,51.7,50.0,45.9,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1018.2,1016.0,7.9,200.0,9.6
426,NSA Saratoga Springs NY,ny,43.0805,-73.82225,act,usn,no,America/New_York,2026-02-10T12:30,22.1,47.0,15.1,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1016.7,1003.8,1.6,135.0,2.7
427,Lafayette Rvr Complex,va,36.902,-76.30175,act,usn,no,America/New_York,2026-02-10T12:30,51.4,51.0,45.8,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1018.3,1017.7,7.6,204.0,10.5
428,Pittsburgh IAP ANG,pa,40.49425,-80.21075,act,airNationalGuard,no,America/New_York,2026-02-10T12:30,44.1,70.0,36.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1011.1,969.8,11.9,192.0,28.9
429,Naval Support Activity Crane,in,38.835181818181816,-86.79036363636364,act,usn,no,America/Indiana/Vincennes,2026-02-10T12:30,55.1,86.0,50.7,1.0,0.0,0.0,0.0,0.0,3.0,86.0,1012.7,983.0,11.2,239.0,25.7
430,Bratenahl,oh,41.542625,-81.62625,act,usn,no,America/New_York,2026-02-10T12:30,45.7,65.0,36.7,1.0,0.0,0.0,0.0,0.0,1.0,48.0,1008.3,985.8,13.9,190.0,22.8
431,Naval Weapons Station Earle NJ,nj,40.2578,-74.1594,act,usn,no,America/New_York,2026-02-10T12:30,32.6,69.0,26.8,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1018.9,1011.5,1.9,201.0,7.2
432,Fort Adams RI,ri,41.47575,-71.33975,act,usn,no,America/New_York,2026-02-10T12:30,33.2,61.0,25.8,1.0,0.0,0.0,0.0,0.0,2.0,55.0,1018.3,1016.9,6.5,226.0,11.6
433,Naval Station Norfolk,va,36.94,-76.299125,act,usn,no,America/New_York,2026-02-10T12:30,51.5,50.0,45.6,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1018.3,1018.1,8.0,203.0,11.0
434,Naval Air Station Oceana,va,36.82536363636363,-76.03245454545454,act,usn,no,America/New_York,2026-02-10T12:30,51.9,50.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1018.5,1018.0,8.4,202.0,11.0
435,Yorktown Fuel Depot,va,37.21724999999999,-76.4875,act,usn,no,America/New_York,2026-02-10T12:30,50.4,41.0,43.8,1.0,0.0,0.0,0.0,0.0,2.0,50.0,1017.9,1016.1,7.7,210.0,10.3
436,NAVMEDCEN Portsmouth VA,va,36.84625,-76.3065,act,usn,no,America/New_York,2026-02-10T12:30,52.2,50.0,46.7,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1018.3,1017.7,7.5,203.0,11.9
437,SDA Area,va,36.9205,-76.31575000000001,act,usn,no,America/New_York,2026-02-10T12:30,51.4,50.0,45.6,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1018.3,1017.8,8.0,203.0,11.0
438,Redington Township,me,44.98384615384616,-70.434,act,usn,no,America/New_York,2026-02-10T12:30,26.2,62.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1013.7,950.9,3.4,259.0,4.5
439,NAVSUPPACT Hampton Roads VA,va,36.924,-76.30075,act,usn,no,America/New_York,2026-02-10T12:30,51.5,50.0,45.6,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1018.3,1017.9,8.0,203.0,11.0
440,Fire Fighters School,va,36.922,-76.32300000000001,act,usn,no,America/New_York,2026-02-10T12:30,51.1,49.0,45.6,1.0,0.0,0.0,0.0,0.0,0.0,11.0,1018.3,1017.8,7.0,211.0,11.0
441,GL Camp JPJ,il,42.29925,-87.854,act,usn,no,America/Chicago,2026-02-10T11:30,45.8,63.0,36.9,1.0,0.0,0.0,0.0,0.0,2.0,70.0,1011.9,986.9,12.7,316.0,22.8
442,ALF Fentress Chesapke,va,36.69566666666667,-76.1355,act,usn,no,America/New_York,2026-02-10T12:30,51.6,51.0,46.4,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1018.5,1016.5,6.9,201.0,13.0
443,Naval Support Activity Philadelphia,pa,40.04125,-75.09475,act,usn,no,America/New_York,2026-02-10T12:30,33.6,66.0,27.1,1.0,0.0,0.0,0.0,0.0,3.0,85.0,1018.3,1013.7,4.6,166.0,9.4
444,Glenview,il,42.0915,-87.837,act,usn,no,America/Chicago,2026-02-10T11:30,48.1,50.0,39.3,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1011.9,987.5,11.6,319.0,21.3
445,Selfridge ANGB,mi,42.6162,-82.8305,act,airNationalGuard,no,America/Detroit,2026-02-10T12:30,41.6,65.0,34.1,1.0,0.0,0.0,0.0,0.0,3.0,93.0,1007.1,985.8,8.1,267.0,11.6
446,Naval Base Guam,gu,13.461906542056076,144.76290654205607,act,usn,yes,Pacific/Guam,2026-02-11T03:30,82.0,83.0,86.8,0.0,0.0,0.0,0.0,0.0,2.0,56.0,1012.5,1009.5,16.2,84.0,21.5
447,Andersen Air Force Base,gu,13.613285714285713,144.892,act,usn,no,Pacific/Guam,2026-02-11T03:30,80.6,83.0,84.5,0.0,0.0,0.0,0.0,0.0,2.0,56.0,1012.5,995.7,16.2,84.0,21.5
448,Sea Plane Base,wa,48.28833333333333,-122.61244444444444,act,usn,no,America/Los_Angeles,2026-02-10T09:30,45.9,84.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1018.8,1018.8,1.8,180.0,5.6
449,Naval Weapons Systems Training Facility Boardman,or,45.73180952380953,-119.70433333333332,act,usn,no,America/Los_Angeles,2026-02-10T09:30,34.2,96.0,29.6,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1020.2,995.3,2.2,360.0,6.7
450,Naval Logistics Support Activity - Ketchikan,ak,55.5405,-131.75924999999998,act,usn,no,America/Sitka,2026-02-10T08:30,43.2,87.0,39.1,1.0,0.0,0.0,0.0,0.0,3.0,92.0,1014.7,1012.1,4.0,164.0,8.1
451,Manchester,wa,47.56675,-122.544,act,usn,no,America/Los_Angeles,2026-02-10T09:30,42.8,88.0,39.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1018.3,1011.1,1.6,360.0,5.4
452,Kodiak Tracking Station,ak,57.82225,-152.332,act,usn,no,America/Anchorage,2026-02-10T08:30,34.8,93.0,24.3,0.0,0.008,0.008,0.0,0.0,61.0,100.0,989.4,984.9,16.2,150.0,30.9
453,Naval Base Kitsap Bangor,wa,47.7128,-122.7116,act,usn,no,America/Los_Angeles,2026-02-10T09:30,43.4,78.0,40.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1018.4,1004.8,0.6,45.0,2.0
454,Naval Base Kitsap Bremerton WA,wa,47.5578125,-122.64625,act,usn,no,America/Los_Angeles,2026-02-10T09:30,42.8,90.0,39.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1018.4,1018.0,1.6,352.0,2.9
455,Naval Surface Warfare Center Carderock Division – Acoustic Research Detachment,id,47.9764375,-116.5528125,act,usn,no,America/Los_Angeles,2026-02-10T09:30,41.0,81.0,36.3,1.0,0.0,0.0,0.0,0.0,1.0,37.0,1023.1,947.8,3.6,60.0,4.9
456,CNI NAVMAG Indian Island,wa,48.0625,-122.72616666666666,act,usn,no,America/Los_Angeles,2026-02-10T09:30,44.2,88.0,41.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1018.6,1010.2,1.4,219.0,4.0
457,NAVSTA Everett WA,wa,47.981125,-122.2415,act,usn,no,America/Los_Angeles,2026-02-10T09:30,43.8,89.0,41.2,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1018.5,1018.5,0.7,72.0,3.4
458,Offutt Air Force Base,ne,41.11521428571429,-95.91007142857144,act,usaf,no,America/Chicago,2026-02-10T11:30,44.1,56.0,33.2,1.0,0.0,0.0,0.0,0.0,2.0,50.0,1020.6,984.4,16.1,347.0,23.0
459,Marysville WA,wa,48.12475,-122.1705,act,usn,no,America/Los_Angeles,2026-02-10T09:30,44.3,81.0,40.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1018.5,1014.9,2.2,336.0,3.1
460,Corry Station,fl,30.404,-87.28575,act,usn,no,America/Chicago,2026-02-10T11:30,70.6,72.0,72.2,1.0,0.0,0.0,0.0,0.0,1.0,32.0,1022.4,1021.3,8.0,203.0,11.9
461,NAS Jacksonville FL,fl,30.225818181818173,-81.68872727272729,act,usn,no,America/New_York,2026-02-10T12:30,72.4,35.0,70.1,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1023.0,1021.8,6.7,233.0,12.1
462,NOLF Evergreen,al,31.417875,-87.04425,act,usn,no,America/Chicago,2026-02-10T11:30,66.6,75.0,66.6,1.0,0.0,0.0,0.0,0.0,3.0,86.0,1022.0,1013.0,6.5,221.0,13.2
463,NOLF Santa Rosa,fl,30.60975,-86.93925,act,usn,no,America/Chicago,2026-02-10T11:30,67.4,78.0,68.0,1.0,0.0,0.0,0.0,0.0,2.0,77.0,1022.3,1017.7,6.7,217.0,13.4
464,OLF Bravo,ms,32.7996,-88.8314,act,usn,no,America/Chicago,2026-02-10T11:30,64.8,80.0,63.3,1.0,0.0,0.0,0.0,0.0,3.0,96.0,1019.9,1000.5,10.3,219.0,20.6
465,Naval Air Station Joint Reserve Base New Orleans,la,29.835727272727272,-90.02836363636362,act,usnr,no,America/Chicago,2026-02-10T11:30,74.3,56.0,74.1,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1021.4,1021.0,9.7,199.0,12.1
466,West Bank,la,29.948100000000004,-90.03184999999999,act,usn,no,America/Chicago,2026-02-10T11:30,72.5,61.0,73.7,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1021.5,1021.1,7.5,207.0,10.7
467,OLF Bronson,fl,30.384538461538455,-87.42276923076922,act,usn,no,America/Chicago,2026-02-10T11:30,68.8,78.0,71.5,1.0,0.0,0.0,0.0,0.0,1.0,35.0,1022.5,1020.7,6.5,214.0,11.9
504,National City,ca,32.671499999999995,-117.11325,act,usn,no,America/Los_Angeles,2026-02-10T09:30,62.2,80.0,60.7,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1014.7,1014.3,8.0,203.0,12.3
505,Holtville Carrier LS,ca,32.83825,-115.209,act,usn,no,America/Los_Angeles,2026-02-10T09:30,67.3,43.0,63.1,1.0,0.0,0.0,0.0,0.0,2.0,67.0,1012.4,1009.1,6.4,151.0,16.6
506,San Nicolas Island,ca,33.249375,-119.50875,act,usn,no,America/Los_Angeles,2026-02-10T09:30,56.7,88.0,52.3,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1014.0,985.3,12.7,252.0,15.0
507,NAVWPNSTA Seal Beach,ca,33.7419756097561,-118.09214634146342,act,usn,no,America/Los_Angeles,2026-02-10T09:30,62.1,78.0,60.6,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1014.1,1013.5,7.5,168.0,11.6
508,Imperial Beach NOLF,ca,32.566125,-117.118875,act,usn,no,America/Los_Angeles,2026-02-10T09:30,62.0,81.0,59.3,1.0,0.0,0.0,0.0,0.0,3.0,89.0,1014.9,1014.3,10.9,199.0,15.0
509,Silver Strand South,ca,32.59625,-117.12875,act,usn,no,America/Los_Angeles,2026-02-10T09:30,62.0,81.0,59.3,1.0,0.0,0.0,0.0,0.0,3.0,89.0,1014.9,1014.1,10.9,199.0,15.0
510,Target 101 Shade Tree,ca,32.9571,-115.7638,act,usn,no,America/Los_Angeles,2026-02-10T09:30,67.3,43.0,63.9,1.0,0.0,0.0,0.0,0.0,1.0,38.0,1012.3,1007.0,4.5,207.0,11.2
511,San Clemente IS NALF,ca,32.889680851063844,-118.50612765957445,act,usn,no,America/Los_Angeles,2026-02-10T09:30,57.3,93.0,56.0,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1014.1,986.0,7.0,211.0,8.7
512,Old Town Site 1,ca,32.74825,-117.19725,act,usn,no,America/Los_Angeles,2026-02-10T09:30,60.9,83.0,59.1,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1014.7,1013.5,8.5,185.0,13.6
513,Santa Cruz Island,ca,33.9946875,-119.631875,act,usn,no,America/Los_Angeles,2026-02-10T09:30,55.9,96.0,53.8,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1013.4,960.6,8.6,195.0,9.6
514,CSO NAS Alameda,ca,36.7805,-119.702,care,usn,no,America/Los_Angeles,2026-02-10T09:30,56.8,88.0,55.0,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1010.4,998.1,6.8,157.0,13.9
515,NAVPMOSSP Magna Utah,ut,40.68025,-112.073,act,usn,no,America/Denver,2026-02-10T10:30,40.0,51.0,33.3,1.0,0.0,0.0,0.0,0.0,3.0,80.0,1019.7,861.1,4.3,3.0,9.2
516,Warner Springs Rts,ca,33.338875,-116.7085,act,usn,no,America/Los_Angeles,2026-02-10T09:30,59.6,21.0,53.2,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1012.9,906.0,2.4,202.0,13.9
517,NAVSUPPACT Monterey CA,ca,36.599,-121.8735,act,usn,no,America/Los_Angeles,2026-02-10T09:30,57.7,76.0,56.0,1.0,0.0,0.0,0.0,0.0,3.0,86.0,1008.7,1007.6,4.3,39.0,6.9
518,Amphib Base Coronado West,ca,32.66974999999999,-117.16575,act,usn,no,America/Los_Angeles,2026-02-10T09:30,60.8,84.0,58.1,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1014.8,1014.2,10.9,191.0,14.5
519,Naval Air Weapons Station China Lake,ca,35.61669117647058,-117.47513235294116,act,usn,no,America/Los_Angeles,2026-02-10T09:30,57.3,45.0,53.6,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1012.5,932.1,1.4,321.0,3.1
520,Naval Base Ventura County – Port Hueneme Operating Facility,ca,34.1654,-119.2044,act,usn,no,America/Los_Angeles,2026-02-10T09:30,59.3,86.0,58.5,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1013.4,1012.8,5.7,141.0,18.1
521,South Point,ca,32.66825,-117.24025,act,usn,no,America/Los_Angeles,2026-02-10T09:30,61.0,85.0,58.3,1.0,0.0,0.0,0.0,0.0,3.0,96.0,1014.8,1003.6,11.2,186.0,14.5
522,Fallbrook California,ca,33.3675,-117.28183333333332,act,usn,no,America/Los_Angeles,2026-02-10T09:30,60.0,76.0,57.8,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1014.0,993.1,6.8,203.0,10.3
523,Dryside,ca,32.68725,-117.12275,act,usn,no,America/Los_Angeles,2026-02-10T09:30,62.2,80.0,60.8,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1014.7,1014.1,7.9,200.0,12.5
524,Sewage Evaporation Pond,ca,36.244,-119.88275,act,usn,no,America/Los_Angeles,2026-02-10T09:30,54.4,85.0,50.5,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1010.7,1003.0,9.3,136.0,14.1
525,NAVPMOSSP Mtn View,ca,37.4135,-122.02775,act,usn,no,America/Los_Angeles,2026-02-10T09:30,54.1,61.0,50.7,1.0,0.0,0.0,0.0,0.0,2.0,55.0,1008.8,1008.3,2.7,189.0,9.4
526,Mission Gorge Rec Area,ca,32.80375,-117.09625,act,usn,no,America/Los_Angeles,2026-02-10T09:30,62.1,82.0,61.2,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1014.6,1011.5,7.2,194.0,11.4
527,Camp Morena,ca,32.71225,-116.51525,act,usn,no,America/Los_Angeles,2026-02-10T09:30,61.8,14.0,52.9,1.0,0.0,0.0,0.0,0.0,3.0,97.0,1013.3,907.1,6.9,205.0,14.3
528,Camp Michael Monsoor,ca,32.68271428571428,-116.44971428571428,act,usn,no,America/Los_Angeles,2026-02-10T09:30,60.2,14.0,50.6,1.0,0.0,0.0,0.0,0.0,3.0,92.0,1013.1,900.6,8.1,217.0,15.7
529,Naval Weapons Station Seal Beach Detachment Norco,ca,33.92475,-117.56925,act,usn,no,America/Los_Angeles,2026-02-10T09:30,61.7,80.0,61.9,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1013.6,990.6,3.7,308.0,5.1
530,NAVBASE Coronado,ca,32.698,-117.2008,act,usn,no,America/Los_Angeles,2026-02-10T09:30,61.3,84.0,59.5,1.0,0.0,0.0,0.0,0.0,3.0,99.0,1014.8,1014.1,9.2,187.0,13.9
531,Amphib Base Coronado East,ca,32.6665,-117.154,act,usn,no,America/Los_Angeles,2026-02-10T09:30,60.8,84.0,58.1,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1014.8,1014.8,10.9,191.0,14.5
532,Naval Base San Diego,ca,32.677375,-117.118875,act,usn,no,America/Los_Angeles,2026-02-10T09:30,62.0,80.0,60.4,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1014.7,1012.4,8.0,203.0,12.3
533,NAVOBSSTA Flagstaff AZ,az,35.19325,-111.74091666666668,act,usn,no,America/Phoenix,2026-02-10T10:30,48.5,36.0,38.4,1.0,0.0,0.0,0.0,0.0,1.0,46.0,1015.1,778.4,12.4,228.0,22.4
534,Arlington Service Ctr,va,38.86825,-77.07900000000001,act,usn,no,America/New_York,2026-02-10T12:30,39.8,51.0,33.0,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1017.3,1010.7,4.3,96.0,4.7
535,Naval Research Laboratory – Tilghman,md,38.678,-76.3435,act,usn,no,America/New_York,2026-02-10T12:30,30.9,55.0,24.8,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1017.9,1017.9,2.4,214.0,7.6
536,Gambrills MD,md,39.057,-76.6748,act,usn,no,America/New_York,2026-02-10T12:30,40.8,59.0,35.2,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1017.6,1012.2,2.8,162.0,4.7
538,Naval Air Station Patuxent River,md,38.28933333333333,-76.41733333333333,act,usn,no,America/New_York,2026-02-10T12:30,43.7,51.0,36.9,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1017.8,1017.1,5.2,110.0,7.2
539,Webster Field,md,38.14860000000001,-76.43140000000001,act,usn,no,America/New_York,2026-02-10T12:30,46.0,41.0,39.0,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1017.8,1017.4,4.9,196.0,6.0
540,NAVSUPPACT Bethesda MD,md,39.003,-77.09025,act,usn,no,America/New_York,2026-02-10T12:30,40.0,58.0,33.5,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1017.0,1005.3,4.6,119.0,7.2
541,Naval Observatory,dc,38.92099999999999,-77.06625,act,usn,no,America/New_York,2026-02-10T12:30,39.5,53.0,32.5,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1017.2,1006.6,4.8,112.0,5.4
543,Upper Yard Annapolis,md,38.9885,-76.4945,act,usn,no,America/New_York,2026-02-10T12:30,37.3,59.0,31.0,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1017.9,1016.3,3.2,135.0,4.0
544,Naval Support Facility Dahlgren,va,38.342200000000005,-77.02940000000001,act,usn,no,America/New_York,2026-02-10T12:30,46.0,32.0,38.6,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1017.4,1017.4,4.7,93.0,4.5
545,Chesapeake Bay Detach,md,38.659,-76.53075000000001,act,usn,no,America/New_York,2026-02-10T12:30,39.8,44.0,33.1,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1017.8,1013.7,3.2,78.0,4.3
546,Naval Research Laboratory,dc,38.823375,-77.02225000000001,act,usn,no,America/New_York,2026-02-10T12:30,40.4,57.0,35.0,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1017.4,1016.2,2.0,84.0,6.0
547,Pumpkin Neck,va,38.299,-77.04475,act,usn,no,America/New_York,2026-02-10T12:30,46.1,35.0,38.8,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1017.3,1014.7,5.0,77.0,4.9
548,NMIC Suitland,md,38.84925,-76.93825000000001,act,usn,no,America/New_York,2026-02-10T12:30,40.1,57.0,34.2,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1017.4,1006.0,2.9,129.0,6.5
549,Naval Support Facility Indian Head,md,38.586875,-77.170875,act,usn,no,America/New_York,2026-02-10T12:30,41.4,45.0,35.8,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1017.3,1014.4,1.8,284.0,5.4
550,Stump Neck Area,md,38.5465,-77.21883333333332,act,usn,no,America/New_York,2026-02-10T12:30,42.4,43.0,37.2,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1017.3,1013.2,1.2,248.0,4.5
551,NAVACAD North Severn,md,38.9892,-76.4726,act,usn,no,America/New_York,2026-02-10T12:30,37.2,54.0,31.2,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1017.9,1015.8,2.2,156.0,5.4
552,NRC Solomons,md,38.33365,-76.47749999999999,act,usn,no,America/New_York,2026-02-10T12:30,46.3,50.0,40.8,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1017.7,1017.0,2.8,119.0,4.5
554,NAF El Centro,ca,32.8292,-115.6666,act,usn,no,America/Los_Angeles,2026-02-10T09:30,70.6,45.0,69.1,1.0,0.0,0.0,0.0,0.0,2.0,62.0,1012.1,1013.9,2.3,259.0,8.7
555,NAS Lemoore CA,ca,36.318333333333335,-119.9331666666667,act,usn,no,America/Los_Angeles,2026-02-10T09:30,54.1,86.0,50.6,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1010.6,1002.5,8.4,134.0,14.5
556,Naval Base Point Loma,ca,32.689514705882345,-117.24523529411763,act,usn,no,America/Los_Angeles,2026-02-10T09:30,60.6,85.0,57.8,1.0,0.0,0.0,0.0,0.0,3.0,96.0,1014.8,999.8,11.2,186.0,14.5
557,Defense Advanced Research Projects Agency,va,38.8785,-77.10875,act,whs,no,America/New_York,2026-02-10T12:30,40.2,54.0,33.4,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1017.2,1005.8,4.8,103.0,5.1
558,Air Force Office of Scientific Research,va,38.881,-77.10849999999999,act,whs,no,America/New_York,2026-02-10T12:30,40.3,54.0,33.5,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1017.2,1007.3,4.8,103.0,5.1
559,Mark Center,va,38.8295,-77.11825,act,whs,no,America/New_York,2026-02-10T12:30,41.7,51.0,35.5,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1017.2,1008.0,3.5,117.0,4.3
560,Pentagon,va,38.87325,-77.0535,act,whs,no,America/New_York,2026-02-10T12:30,40.3,51.0,33.6,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1017.3,1016.4,4.3,96.0,4.7
561,NALF Goliad,tx,28.6116,-97.6096,act,usn,no,America/Chicago,2026-02-10T11:30,72.5,68.0,70.6,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1018.1,1008.5,13.7,173.0,22.1
562,Dredgers Key-Sigsbee,fl,24.578625,-81.773,act,usn,no,America/New_York,2026-02-10T12:30,74.8,63.0,75.6,1.0,0.0,0.0,0.0,0.0,1.0,25.0,1023.7,1023.3,12.0,98.0,16.8
563,Fleming Key Magazine,fl,24.58525,-81.797,act,usn,no,America/New_York,2026-02-10T12:30,75.7,58.0,75.6,1.0,0.0,0.0,0.0,0.0,1.0,26.0,1023.7,1023.7,12.5,101.0,17.2
564,Dixie Target Range,tx,28.10044444444444,-98.74211111111111,act,usn,no,America/Chicago,2026-02-10T11:30,72.8,58.0,68.2,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1016.7,1006.9,16.4,165.0,22.4
565,Pineros Island,pr,18.251,-65.593,care,usn,no,America/Puerto_Rico,2026-02-10T13:30,75.5,64.0,76.1,1.0,0.0,0.0,0.0,0.0,3.0,93.0,1020.0,1019.3,8.8,19.0,19.7
566,Vieques West PR,pr,18.09675,-65.51174999999999,act,usn,no,America/Puerto_Rico,2026-02-10T13:30,76.1,65.0,74.3,1.0,0.0,0.0,0.0,0.0,3.0,91.0,1019.4,1016.4,15.5,20.0,21.7
567,NAS Key West FL,fl,24.584866666666667,-81.67229999999999,act,usn,no,America/New_York,2026-02-10T12:30,73.9,67.0,74.6,1.0,0.0,0.0,0.0,0.0,1.0,22.0,1023.8,1023.7,11.7,85.0,16.6
568,Cabeza De Perro,pr,18.24825,-65.5775,care,usn,no,America/Puerto_Rico,2026-02-10T13:30,75.3,64.0,75.9,1.0,0.0,0.0,0.0,0.0,3.0,93.0,1020.0,1017.2,8.8,19.0,19.7
569,Pico Del Este - AFWTF,pr,18.2685,-65.75875,clsd,usn,no,America/Puerto_Rico,2026-02-10T13:30,63.2,68.0,60.0,1.0,0.0,0.0,0.0,0.0,3.0,99.0,1020.0,905.3,9.4,18.0,27.7
570,NSGA Sabana Seca PR,pr,18.4275,-66.1885,clsd,usn,no,America/Puerto_Rico,2026-02-10T13:30,71.0,75.0,72.8,1.0,0.0,0.0,0.0,0.0,3.0,96.0,1020.7,1018.5,6.3,17.0,19.2
571,Det Concord (BRAC),ca,37.99764705882353,-121.98841176470587,care,usn,no,America/Los_Angeles,2026-02-10T09:30,47.3,88.0,43.2,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1009.7,1004.2,6.0,51.0,6.9
572,NAS JRB Willow Grove PA,pa,40.20725,-75.15025,care,usn,no,America/New_York,2026-02-10T12:30,34.1,85.0,27.5,1.0,0.0,0.0,0.0,0.0,2.0,79.0,1017.8,1006.5,6.1,174.0,11.4
573,CSO NAS South Weymouth,ma,42.15675,-70.9345,care,usn,no,America/New_York,2026-02-10T12:30,31.0,48.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1017.9,1012.1,3.5,225.0,9.8
574,NAS Brunswick ME,me,43.90423529411765,-69.93658823529411,care,usn,no,America/New_York,2026-02-10T12:30,27.2,31.0,20.1,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1017.0,1014.4,1.4,261.0,1.8
575,Melrose Air Force Range,nm,34.30875,-103.7794375,act,usaf,no,America/Denver,2026-02-10T10:30,53.5,32.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1016.4,870.5,15.1,49.0,18.3
577,Ellsworth AFB,sd,44.141615384615385,-103.0893846153846,act,usaf,no,America/Denver,2026-02-10T10:30,38.8,45.0,32.8,1.0,0.0,0.0,0.0,0.0,0.0,17.0,1025.7,910.9,1.6,225.0,4.5
